Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Olympique Lyon,28,24.9,12,6.19,173.23,FR1,2006
2,AS Monaco,35,25.3,16,3.26,114.0,FR1,2006
3,Olympique Marseille,47,24.6,25,2.05,96.3,FR1,2006
4,Paris Saint-Germain,31,25.5,17,2.74,84.98,FR1,2006
5,Stade Rennais FC,34,22.9,21,2.28,77.55,FR1,2006
6,LOSC Lille,33,23.7,15,2.33,76.75,FR1,2006
7,FC Girondins Bordeaux,29,25.2,14,2.37,68.65,FR1,2006
8,RC Lens,29,25.3,16,2.34,68.0,FR1,2006
9,AJ Auxerre,35,24.7,13,1.79,62.75,FR1,2006
10,AS Saint-Étienne,29,23.7,15,2.15,62.3,FR1,2006
11,FC Nantes,34,23.9,16,1.52,51.6,FR1,2006
12,FC Sochaux-Montbéliard,35,24.1,21,1.46,51.0,FR1,2006
13,FC Toulouse,30,24.2,11,1.56,46.8,FR1,2006
14,RC Strasbourg Alsace,35,23.6,17,1.28,44.85,FR1,2006
15,OGC Nice,29,25.6,13,1.36,39.5,FR1,2006
16,Le Mans Union Club 72,30,24.0,11,1.25,37.5,FR1,2006
17,FC Metz,42,23.6,27,0.881,37.0,FR1,2006
18,AS Nancy-Lorraine,31,24.0,14,0.916,28.4,FR1,2006
19,ESTAC Troyes,33,26.5,12,0.852,28.13,FR1,2006
20,AC Ajaccio,33,25.8,13,0.761,25.1,FR1,2006
