Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,FC Barcelona,30,25.9,9,19.55,586.6,ES1,2013
2,Real Madrid,34,25.5,18,17.13,582.4,ES1,2013
3,Atlético de Madrid,32,24.6,14,8.34,267.0,ES1,2013
4,Valencia CF,30,25.2,14,5.76,172.9,ES1,2013
5,Sevilla FC,34,24.8,14,4.26,144.8,ES1,2013
6,Málaga CF,33,26.8,21,3.72,122.9,ES1,2013
7,Athletic Bilbao,35,23.8,2,3.42,119.85,ES1,2013
8,Real Sociedad,27,25.0,9,4.2,113.3,ES1,2013
9,Granada CF,31,26.8,14,2.35,72.8,ES1,2013
10,Getafe CF,31,26.7,5,2.2,68.3,ES1,2013
11,Real Betis Balompié,37,25.4,8,1.79,66.2,ES1,2013
12,RCD Espanyol Barcelona,31,25.4,13,2.07,64.1,ES1,2013
13,Rayo Vallecano,34,25.6,9,1.46,49.75,ES1,2013
14,Celta de Vigo,30,26.3,10,1.64,49.1,ES1,2013
15,RCD Mallorca,36,24.9,13,1.31,47.1,ES1,2013
16,Real Zaragoza,37,25.9,12,1.26,46.8,ES1,2013
17,CA Osasuna,31,27.7,6,1.5,46.4,ES1,2013
18,Deportivo de La Coruña,31,28.3,15,1.47,45.6,ES1,2013
19,Levante UD,32,27.9,14,1.28,41.1,ES1,2013
20,Real Valladolid CF,25,26.5,8,1.55,38.8,ES1,2013
