Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Olympique Lyon,32,25.7,15,6.67,213.35,FR1,2008
2,Olympique Marseille,36,25.3,20,3.84,138.35,FR1,2008
3,FC Girondins Bordeaux,31,24.4,16,3.25,100.75,FR1,2008
4,AS Monaco,35,24.7,24,2.56,89.75,FR1,2008
5,RC Lens,35,25.7,20,2.36,82.5,FR1,2008
6,AS Saint-Étienne,26,24.9,14,3.09,80.4,FR1,2008
7,LOSC Lille,36,23.6,19,2.08,74.9,FR1,2008
8,Paris Saint-Germain,32,24.6,15,2.3,73.45,FR1,2008
9,Stade Rennais FC,36,24.9,13,2.03,73.15,FR1,2008
10,Le Mans Union Club 72,32,23.5,20,2.18,69.85,FR1,2008
11,FC Toulouse,32,24.7,15,2.17,69.5,FR1,2008
12,OGC Nice,32,26.0,14,2.13,68.1,FR1,2008
13,AS Nancy-Lorraine,28,25.5,14,2.42,67.7,FR1,2008
14,FC Sochaux-Montbéliard,32,24.8,15,1.76,56.3,FR1,2008
15,AJ Auxerre,33,24.2,18,1.67,55.0,FR1,2008
16,Valenciennes FC,25,27.0,12,1.87,46.8,FR1,2008
17,RC Strasbourg Alsace,36,24.6,16,1.15,41.4,FR1,2008
18,FC Lorient,31,25.4,13,1.29,39.85,FR1,2008
19,SM Caen,29,25.9,7,1.34,38.75,FR1,2008
20,FC Metz,44,24.0,25,0.703,30.95,FR1,2008
