Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Paris Saint-Germain,33,25.0,18,12.19,402.3,FR1,2014
2,AS Monaco,45,25.1,32,5.39,242.55,FR1,2014
3,Olympique Marseille,36,25.0,21,3.93,141.3,FR1,2014
4,Olympique Lyon,36,24.2,16,3.01,108.5,FR1,2014
5,AS Saint-Étienne,34,25.3,12,3.1,105.4,FR1,2014
6,Stade Rennais FC,39,24.2,26,2.37,92.6,FR1,2014
7,LOSC Lille,32,25.3,19,2.32,74.1,FR1,2014
8,FC Toulouse,39,23.8,24,1.73,67.4,FR1,2014
9,FC Girondins Bordeaux,38,25.4,23,1.65,62.7,FR1,2014
10,FC Lorient,38,24.1,19,1.5,57.15,FR1,2014
11,OGC Nice,42,22.9,17,1.34,56.1,FR1,2014
12,Montpellier HSC,31,25.1,18,1.69,52.35,FR1,2014
13,FC Sochaux-Montbéliard,44,24.3,29,1.08,47.45,FR1,2014
14,FC Nantes,34,25.1,22,1.16,39.55,FR1,2014
15,Stade Reims,35,25.0,20,1.11,38.73,FR1,2014
16,Valenciennes FC,34,25.5,19,1.08,36.65,FR1,2014
17,SC Bastia,35,26.5,13,1.02,35.6,FR1,2014
18,FC Évian Thonon Gaillard,35,25.9,21,1.0,35.0,FR1,2014
19,AC Ajaccio,38,25.4,21,0.745,28.3,FR1,2014
20,EA Guingamp,30,26.6,14,0.714,21.43,FR1,2014
