Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Sparta Rotterdam,28,24.7,8,0.344,9.63,NL2,2005
2,FC Zwolle,28,23.4,5,0.305,8.55,NL2,2005
3,VVV-Venlo,25,24.8,5,0.271,6.78,NL2,2005
4,Heracles Almelo,24,25.2,2,0.275,6.6,NL2,2005
5,Excelsior Rotterdam,33,22.6,10,0.186,6.13,NL2,2005
6,FC Volendam,29,23.3,4,0.18,5.23,NL2,2005
7,SC Veendam,23,27.7,1,0.179,4.13,NL2,2005
8,TOP Oss,24,26.9,3,0.16,3.85,NL2,2005
9,HFC Haarlem,26,23.7,4,0.143,3.73,NL2,2005
10,Fortuna Sittard,28,23.5,8,0.13,3.65,NL2,2005
11,Helmond Sport,28,25.3,8,0.12,3.35,NL2,2005
12,Cambuur-Leeuwarden bvo,28,24.8,3,0.118,3.3,NL2,2005
13,FC Dordrecht,28,25.7,4,0.11,3.08,NL2,2005
14,MVV Maastricht,24,24.9,9,0.124,2.98,NL2,2005
15,Stormvogels Telstar,28,24.0,4,0.101,2.83,NL2,2005
16,Go Ahead Eagles,20,25.5,4,0.123,2.45,NL2,2005
17,SBV Emmen,25,24.1,2,0.067,1.68,NL2,2005
18,FC Eindhoven,25,24.0,6,0.046,1.15,NL2,2005
19,AGOVV Apeldoorn,21,25.5,7,0.048,1.0,NL2,2005
