Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Chelsea FC,40,24.7,31,13.84,553.5,GB1,2016
2,Manchester City,38,25.4,27,13.14,499.35,GB1,2016
3,Arsenal FC,41,24.7,29,11.17,457.85,GB1,2016
4,Manchester United,44,23.5,26,10.0,439.85,GB1,2016
5,Liverpool FC,44,23.4,27,8.53,375.25,GB1,2016
6,Tottenham Hotspur,31,23.7,16,12.0,371.85,GB1,2016
7,Everton FC,39,25.7,21,6.41,249.85,GB1,2016
8,Southampton FC,35,25.0,20,6.44,225.5,GB1,2016
9,West Ham United,50,24.2,28,4.03,201.33,GB1,2016
10,Newcastle United,42,24.5,27,4.71,198.0,GB1,2016
11,Leicester City,35,26.9,20,4.6,161.1,GB1,2016
12,Stoke City,31,27.3,24,4.74,147.0,GB1,2016
13,Swansea City,36,25.8,27,4.05,145.8,GB1,2016
14,Watford FC,39,27.4,35,3.51,137.0,GB1,2016
15,Crystal Palace,38,26.6,20,3.57,135.7,GB1,2016
16,Aston Villa,44,24.5,23,2.68,117.95,GB1,2016
17,Norwich City,41,26.6,22,2.85,116.9,GB1,2016
18,West Bromwich Albion,35,26.4,22,3.23,113.1,GB1,2016
19,Sunderland AFC,42,26.5,27,2.65,111.25,GB1,2016
20,AFC Bournemouth,49,25.1,22,2.04,99.9,GB1,2016
