Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,SL Benfica,36,24.4,20,8.69,312.7,PO1,2020
2,FC Porto,31,25.1,16,7.24,224.45,PO1,2020
3,Sporting CP,39,24.2,22,4.5,175.53,PO1,2020
4,SC Braga,37,25.3,18,2.78,102.9,PO1,2020
5,Vitória Guimarães SC,44,24.7,28,1.48,65.15,PO1,2020
6,FC Famalicão,33,23.7,23,1.18,38.95,PO1,2020
7,Portimonense SC,37,24.4,27,0.622,23.0,PO1,2020
8,Rio Ave FC,37,25.1,20,0.566,20.95,PO1,2020
9,CS Marítimo,33,25.8,25,0.492,16.25,PO1,2020
10,B SAD,46,24.7,21,0.328,15.08,PO1,2020
11,Boavista FC,32,27.0,20,0.462,14.78,PO1,2020
12,CD Santa Clara,32,26.3,19,0.459,14.7,PO1,2020
13,Moreirense FC,29,26.7,19,0.502,14.55,PO1,2020
14,FC Paços de Ferreira,34,25.9,19,0.422,14.35,PO1,2020
15,Desportivo Aves (- 2020),45,24.2,33,0.315,14.18,PO1,2020
16,Vitória Setúbal FC,38,26.3,19,0.362,13.75,PO1,2020
17,CD Tondela,31,25.0,15,0.428,13.28,PO1,2020
18,Gil Vicente FC,30,25.3,22,0.408,12.23,PO1,2020
