Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,West Bromwich Albion,33,25.4,18,1.85,61.13,GB2,2008
2,Sheffield United,42,26.6,18,1.32,55.56,GB2,2008
3,Charlton Athletic,40,25.0,22,1.22,48.6,GB2,2008
4,Stoke City,38,26.6,20,1.17,44.58,GB2,2008
5,Southampton FC,42,26.6,23,1.05,44.3,GB2,2008
6,Watford FC,41,24.5,19,0.896,36.75,GB2,2008
7,Cardiff City,28,25.9,19,1.3,36.4,GB2,2008
8,Leicester City,49,25.1,31,0.687,33.65,GB2,2008
9,Burnley FC,31,27.3,18,1.03,32.05,GB2,2008
10,Wolverhampton Wanderers,41,23.8,23,0.756,31.0,GB2,2008
11,Preston North End,37,25.1,11,0.749,27.7,GB2,2008
12,Crystal Palace,45,24.1,20,0.611,27.48,GB2,2008
13,Queens Park Rangers,44,24.1,19,0.577,25.4,GB2,2008
14,Norwich City,44,23.6,20,0.566,24.9,GB2,2008
15,Sheffield Wednesday,39,24.5,19,0.631,24.63,GB2,2008
16,Ipswich Town,38,25.2,23,0.63,23.95,GB2,2008
17,Plymouth Argyle,39,25.1,21,0.608,23.73,GB2,2008
18,Hull City,39,25.7,10,0.503,19.6,GB2,2008
19,Coventry City,37,25.4,20,0.474,17.53,GB2,2008
20,Barnsley FC,39,25.3,22,0.403,15.73,GB2,2008
21,Scunthorpe United,36,24.8,15,0.344,12.38,GB2,2008
22,Blackpool FC,41,25.9,15,0.292,11.96,GB2,2008
23,Colchester United,32,26.0,9,0.372,11.9,GB2,2008
24,Bristol City,33,25.7,18,0.339,11.2,GB2,2008
