Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,RB Leipzig,35,24.3,15,0.933,32.65,L2,2015
2,SpVgg Greuther Fürth,40,24.0,18,0.672,26.88,L2,2015
3,1.FC Kaiserslautern,30,23.8,11,0.835,25.05,L2,2015
4,1.FC Nuremberg,37,23.9,20,0.666,24.65,L2,2015
5,Fortuna Düsseldorf,30,25.3,12,0.719,21.58,L2,2015
6,Eintracht Braunschweig,32,25.5,14,0.626,20.03,L2,2015
7,TSV 1860 Munich,36,25.4,18,0.547,19.7,L2,2015
8,FC Ingolstadt 04,30,25.2,12,0.641,19.23,L2,2015
9,FC St. Pauli,35,24.9,7,0.538,18.83,L2,2015
10,Karlsruher SC,31,25.0,9,0.556,17.25,L2,2015
11,1.FC Union Berlin,31,25.2,11,0.497,15.4,L2,2015
12,VfL Bochum,33,24.5,13,0.452,14.9,L2,2015
13,FC Erzgebirge Aue,37,25.4,12,0.355,13.15,L2,2015
14,SV Darmstadt 98,28,25.9,3,0.463,12.95,L2,2015
15,VfR Aalen,33,25.6,8,0.385,12.7,L2,2015
16,FSV Frankfurt,31,26.2,14,0.403,12.5,L2,2015
17,SV Sandhausen,33,26.3,10,0.376,12.4,L2,2015
18,1.FC Heidenheim 1846,28,24.8,1,0.404,11.3,L2,2015
