Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,FC Lorient,31,25.5,13,0.869,26.95,FR2,2018
2,Nîmes Olympique,31,23.5,12,0.86,26.65,FR2,2018
3,Stade Reims,35,23.8,15,0.75,26.25,FR2,2018
4,AC Le Havre,37,23.7,19,0.684,25.3,FR2,2018
5,RC Lens,40,24.8,22,0.59,23.6,FR2,2018
6,Stade Brestois 29,29,25.4,7,0.716,20.75,FR2,2018
7,AJ Auxerre,37,23.8,20,0.482,17.85,FR2,2018
8,Valenciennes FC,35,26.2,19,0.509,17.8,FR2,2018
9,AS Nancy-Lorraine,35,25.7,15,0.5,17.5,FR2,2018
10,Tours FC,47,24.1,20,0.367,17.25,FR2,2018
11,FC Sochaux-Montbéliard,31,23.7,15,0.506,15.7,FR2,2018
12,GFC Ajaccio,38,24.4,17,0.38,14.45,FR2,2018
13,Clermont Foot 63,27,24.7,9,0.498,13.45,FR2,2018
14,AC Ajaccio,32,25.4,13,0.417,13.35,FR2,2018
15,Football Bourg-en-Bresse Péronnas 01,32,27.1,7,0.383,12.25,FR2,2018
16,Chamois Niortais FC,33,24.5,11,0.367,12.1,FR2,2018
17,LB Châteauroux,31,25.9,13,0.385,11.95,FR2,2018
18,Quevilly Rouen Métropole,32,26.3,14,0.291,9.3,FR2,2018
19,US Orléans,29,26.8,9,0.316,9.15,FR2,2018
20,Paris FC,33,26.6,17,0.27,8.93,FR2,2018
