Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Paris Saint-Germain,35,26.5,19,6.03,211.1,FR1,2012
2,Olympique Lyon,42,23.3,21,3.9,163.85,FR1,2012
3,Olympique Marseille,35,25.3,20,4.19,146.5,FR1,2012
4,LOSC Lille,29,26.4,17,5.01,145.35,FR1,2012
5,Stade Rennais FC,32,23.7,25,3.18,101.8,FR1,2012
6,Montpellier HSC,31,26.0,16,2.78,86.2,FR1,2012
7,AS Saint-Étienne,36,25.2,16,2.38,85.6,FR1,2012
8,FC Toulouse,33,23.0,15,2.52,83.05,FR1,2012
9,FC Girondins Bordeaux,30,25.2,17,2.74,82.05,FR1,2012
10,FC Sochaux-Montbéliard,36,23.3,21,1.63,58.8,FR1,2012
11,FC Lorient,36,24.9,19,1.5,54.05,FR1,2012
12,AS Nancy-Lorraine,37,25.4,22,1.46,53.9,FR1,2012
13,OGC Nice,34,24.9,18,1.54,52.45,FR1,2012
14,AJ Auxerre,42,24.0,26,1.21,50.9,FR1,2012
15,Valenciennes FC,36,24.4,16,1.24,44.5,FR1,2012
16,Stade Brestois 29,37,26.1,23,1.17,43.2,FR1,2012
17,Dijon FCO,34,24.9,13,1.08,36.8,FR1,2012
18,FC Évian Thonon Gaillard,33,27.0,16,0.997,32.9,FR1,2012
19,SM Caen,28,25.4,10,1.14,31.8,FR1,2012
20,AC Ajaccio,33,26.2,15,0.805,26.55,FR1,2012
