Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Chelsea FC,39,25.2,25,11.14,434.35,GB1,2008
2,Manchester United,38,24.7,21,9.33,354.55,GB1,2008
3,Liverpool FC,41,23.4,26,7.45,305.65,GB1,2008
4,Arsenal FC,35,22.8,30,7.5,262.4,GB1,2008
5,Tottenham Hotspur,38,24.3,21,5.8,220.5,GB1,2008
6,Everton FC,32,25.3,18,4.85,155.3,GB1,2008
7,Manchester City,35,24.4,23,4.29,150.1,GB1,2008
8,Portsmouth FC,34,26.3,23,4.16,141.3,GB1,2008
9,Newcastle United,33,25.6,21,4.1,135.2,GB1,2008
10,Middlesbrough FC,34,24.5,15,3.56,120.9,GB1,2008
11,West Ham United,36,26.1,16,3.33,120.0,GB1,2008
12,Aston Villa,25,25.2,10,4.48,112.1,GB1,2008
13,Bolton Wanderers,42,25.8,30,2.48,104.2,GB1,2008
14,Fulham FC,43,27.7,33,2.3,99.05,GB1,2008
15,Blackburn Rovers,38,25.5,31,2.39,90.85,GB1,2008
16,Sunderland AFC,45,25.0,33,1.86,83.75,GB1,2008
17,Birmingham City,33,24.7,22,2.52,83.25,GB1,2008
18,Wigan Athletic,35,26.8,23,2.22,77.75,GB1,2008
19,Reading FC,43,24.9,30,1.53,65.93,GB1,2008
20,Derby County,41,26.7,23,1.23,50.4,GB1,2008
