Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Juventus FC,43,25.0,24,14.94,642.5,IT1,2022
2,Inter Milan,36,27.2,20,15.52,558.55,IT1,2022
3,AC Milan,37,25.3,22,14.78,546.95,IT1,2022
4,SSC Napoli,37,25.3,20,12.9,477.23,IT1,2022
5,Atalanta BC,44,24.5,24,9.06,398.75,IT1,2022
6,AS Roma,39,23.8,25,9.78,381.25,IT1,2022
7,ACF Fiorentina,38,25.4,22,8.57,325.8,IT1,2022
8,SS Lazio,34,27.2,24,7.78,264.48,IT1,2022
9,US Sassuolo,43,25.0,22,5.84,251.0,IT1,2022
10,Torino FC,41,24.8,25,5.45,223.4,IT1,2022
11,Bologna FC 1909,45,23.7,29,4.14,186.2,IT1,2022
12,Hellas Verona,43,24.7,19,3.79,162.98,IT1,2022
13,Udinese Calcio,44,25.0,26,3.23,142.3,IT1,2022
14,Cagliari Calcio,46,25.0,23,2.92,134.53,IT1,2022
15,UC Sampdoria,46,26.2,19,2.79,128.55,IT1,2022
16,FC Empoli,40,24.5,12,3.16,126.5,IT1,2022
17,Genoa CFC,47,26.1,24,2.58,121.28,IT1,2022
18,Venezia FC,51,24.7,35,1.59,80.98,IT1,2022
19,Spezia Calcio,34,23.6,23,2.31,78.5,IT1,2022
20,US Salernitana 1919,51,25.9,26,1.38,70.56,IT1,2022
