Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,AS Saint-Étienne,27,25.3,7,1.5,40.5,FR2,2023
2,FC Girondins Bordeaux,26,22.5,13,1.13,29.5,FR2,2023
3,FC Sochaux-Montbéliard,25,26.0,11,0.978,24.45,FR2,2023
4,AC Le Havre,28,24.3,17,0.864,24.2,FR2,2023
5,Amiens SC,24,23.9,10,0.946,22.7,FR2,2023
6,SM Caen,27,25.6,13,0.831,22.45,FR2,2023
7,FC Metz,21,24.9,14,1.04,21.75,FR2,2023
8,Dijon FCO,29,25.7,14,0.716,20.75,FR2,2023
9,EA Guingamp,27,25.2,7,0.73,19.7,FR2,2023
10,Paris FC,26,27.6,11,0.742,19.3,FR2,2023
11,Valenciennes FC,28,24.9,8,0.618,17.3,FR2,2023
12,Nîmes Olympique,26,25.1,12,0.583,15.15,FR2,2023
13,Grenoble Foot 38,25,26.4,12,0.594,14.85,FR2,2023
14,Rodez AF,27,25.3,10,0.502,13.55,FR2,2023
15,Pau FC,27,25.3,12,0.489,13.2,FR2,2023
16,Chamois Niortais FC,27,24.3,10,0.47,12.7,FR2,2023
17,SC Bastia,25,27.6,8,0.476,11.9,FR2,2023
18,Stade Lavallois,28,28.9,7,0.416,11.65,FR2,2023
19,FC Annecy,27,26.0,3,0.43,11.6,FR2,2023
20,Quevilly Rouen Métropole,23,25.9,9,0.495,11.38,FR2,2023
