Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,SL Benfica,24,24.9,14,13.04,313.0,PO1,2023
2,FC Porto,28,26.5,15,9.98,279.3,PO1,2023
3,Sporting CP,32,24.4,16,7.28,233.0,PO1,2023
4,SC Braga,26,25.7,14,4.29,111.6,PO1,2023
5,Vitória Guimarães SC,29,23.9,12,1.36,39.5,PO1,2023
6,FC Famalicão,28,24.6,17,1.41,39.5,PO1,2023
7,Gil Vicente FC,25,25.4,17,1.14,28.55,PO1,2023
8,CD Santa Clara,32,25.8,21,0.741,23.7,PO1,2023
9,GD Estoril Praia,29,24.4,14,0.773,22.43,PO1,2023
10,Portimonense SC,33,25.0,24,0.626,20.65,PO1,2023
11,Boavista FC,28,25.5,16,0.73,20.45,PO1,2023
12,CS Marítimo,29,26.2,18,0.578,16.75,PO1,2023
13,Casa Pia AC,28,26.6,19,0.559,15.65,PO1,2023
14,FC Paços de Ferreira,28,25.4,12,0.549,15.38,PO1,2023
15,FC Arouca,27,25.8,21,0.567,15.3,PO1,2023
16,FC Vizela,26,24.8,19,0.571,14.85,PO1,2023
17,Rio Ave FC,24,27.0,12,0.536,12.88,PO1,2023
18,GD Chaves,27,26.2,17,0.438,11.83,PO1,2023
