Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Paris Saint-Germain,26,25.2,16,33.94,882.55,FR1,2023
2,AS Monaco,27,24.2,15,12.01,324.2,FR1,2023
3,Stade Rennais FC,28,24.5,14,11.44,320.3,FR1,2023
4,Olympique Marseille,22,26.4,16,11.78,259.2,FR1,2023
5,OGC Nice,27,24.2,18,8.73,235.6,FR1,2023
6,Olympique Lyon,23,25.0,10,10.08,231.8,FR1,2023
7,LOSC Lille,23,25.8,15,9.6,220.9,FR1,2023
8,RC Lens,30,25.5,18,6.14,184.1,FR1,2023
9,FC Nantes,27,26.1,12,4.59,123.8,FR1,2023
10,Montpellier HSC,28,25.5,12,4.12,115.4,FR1,2023
11,RC Strasbourg Alsace,26,26.5,11,3.79,98.55,FR1,2023
12,Stade Reims,25,24.4,16,3.8,95.1,FR1,2023
13,FC Lorient,26,24.6,12,3.36,87.4,FR1,2023
14,FC Toulouse,26,24.3,23,3.03,78.85,FR1,2023
15,ESTAC Troyes,27,25.3,13,2.86,77.3,FR1,2023
16,Stade Brestois 29,26,25.3,9,2.65,69.0,FR1,2023
17,Angers SCO,31,25.0,15,1.74,53.8,FR1,2023
18,AJ Auxerre,33,25.6,21,1.51,49.9,FR1,2023
19,Clermont Foot 63,25,25.6,15,1.49,37.2,FR1,2023
20,AC Ajaccio,30,28.3,15,0.905,27.15,FR1,2023
