Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Willem II Tilburg,30,24.9,10,0.244,7.33,NL2,2012
2,Sparta Rotterdam,32,22.7,8,0.201,6.43,NL2,2012
3,Go Ahead Eagles,28,25.2,5,0.188,5.28,NL2,2012
4,FC Eindhoven,32,23.4,12,0.165,5.28,NL2,2012
5,FC Zwolle,27,24.4,3,0.191,5.15,NL2,2012
6,Fortuna Sittard,32,24.1,13,0.15,4.8,NL2,2012
7,FC Volendam,33,24.2,3,0.145,4.78,NL2,2012
8,SC Cambuur Leeuwarden,27,24.7,2,0.165,4.45,NL2,2012
9,Almere City FC,27,23.4,4,0.153,4.13,NL2,2012
10,AGOVV Apeldoorn,37,23.9,14,0.111,4.13,NL2,2012
11,Helmond Sport,28,24.3,11,0.144,4.03,NL2,2012
12,FC Den Bosch,27,22.4,7,0.14,3.78,NL2,2012
13,FC Dordrecht,31,22.5,7,0.119,3.7,NL2,2012
14,MVV Maastricht,28,22.8,11,0.128,3.58,NL2,2012
15,FC Emmen,26,23.5,7,0.138,3.58,NL2,2012
16,SC Telstar,30,24.2,7,0.116,3.48,NL2,2012
17,FC Oss,28,23.6,10,0.113,3.15,NL2,2012
18,SC Veendam,26,23.6,8,0.118,3.08,NL2,2012
