Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Juventus FC,39,25.6,14,7.82,304.9,IT1,2005
2,AC Milan,37,26.7,17,7.4,273.7,IT1,2005
3,FC Internazionale,50,24.3,25,4.81,240.63,IT1,2005
4,AS Roma,40,23.1,10,4.69,187.6,IT1,2005
5,ACF Fiorentina,48,25.0,13,2.33,111.83,IT1,2005
6,Parma FC,44,23.3,8,2.5,110.05,IT1,2005
7,Udinese Calcio,34,25.0,17,2.47,83.95,IT1,2005
8,US Palermo,29,25.1,5,2.72,78.75,IT1,2005
9,SS Lazio,45,25.8,12,1.71,77.05,IT1,2005
10,AC Siena,40,27.1,9,1.37,54.9,IT1,2005
11,UC Sampdoria,37,25.2,3,1.38,51.0,IT1,2005
12,Chievo Verona,42,25.3,7,1.1,46.28,IT1,2005
13,Brescia Calcio,32,24.6,11,1.41,45.25,IT1,2005
14,US Lecce,33,23.3,13,1.36,44.9,IT1,2005
15,Atalanta BC,40,25.0,6,1.04,41.7,IT1,2005
16,FC Messina Peloro,45,24.6,10,0.726,32.65,IT1,2005
17,Bologna FC 1909,40,25.8,6,0.748,29.94,IT1,2005
18,Reggina Calcio,35,23.9,8,0.837,29.3,IT1,2005
19,AS Livorno,37,26.2,8,0.676,25.0,IT1,2005
20,Cagliari Calcio,31,26.2,6,0.771,23.9,IT1,2005
