Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Chelsea FC,33,25.5,23,12.85,424.1,GB1,2011
2,Manchester City,45,24.4,28,8.98,404.18,GB1,2011
3,Manchester United,43,25.1,29,9.02,388.0,GB1,2011
4,Liverpool FC,42,24.5,25,8.08,339.2,GB1,2011
5,Arsenal FC,34,24.4,27,9.53,324.0,GB1,2011
6,Tottenham Hotspur,38,25.7,22,8.09,307.38,GB1,2011
7,Aston Villa,39,26.1,20,5.2,202.8,GB1,2011
8,Everton FC,32,24.9,21,5.76,184.48,GB1,2011
9,Sunderland AFC,39,24.7,20,3.83,149.33,GB1,2011
10,West Ham United,40,25.9,24,3.47,138.75,GB1,2011
11,Newcastle United,38,24.7,17,3.14,119.48,GB1,2011
12,Fulham FC,34,28.5,27,3.22,109.55,GB1,2011
13,Bolton Wanderers,34,26.4,18,2.95,100.15,GB1,2011
14,Birmingham City,34,26.8,18,2.81,95.38,GB1,2011
15,Stoke City,33,27.9,20,2.86,94.45,GB1,2011
16,Blackburn Rovers,37,26.1,29,2.47,91.53,GB1,2011
17,West Bromwich Albion,37,25.2,24,2.35,86.88,GB1,2011
18,Wolverhampton Wanderers,42,24.7,25,1.99,83.55,GB1,2011
19,Wigan Athletic,35,25.0,24,2.3,80.5,GB1,2011
20,Blackpool FC,45,25.2,23,1.11,50.03,GB1,2011
