Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,CD Feirense,26,26.7,8,0.438,11.4,PO2,2011
2,Leixões SC,35,25.7,11,0.289,10.13,PO2,2011
3,CF Os Belenenses,38,24.4,22,0.259,9.85,PO2,2011
4,Gil Vicente FC,29,26.1,10,0.319,9.25,PO2,2011
5,CD Trofense,26,25.3,13,0.298,7.75,PO2,2011
6,Desportivo Aves (- 2020),29,27.3,5,0.248,7.2,PO2,2011
7,SC Covilhã,33,24.8,15,0.197,6.5,PO2,2011
8,GD Estoril Praia,30,25.0,20,0.207,6.2,PO2,2011
9,Moreirense FC,31,27.4,15,0.184,5.7,PO2,2011
10,CD Santa Clara,25,25.7,9,0.228,5.7,PO2,2011
11,Varzim SC,29,24.3,3,0.191,5.55,PO2,2011
12,FC Arouca,26,28.5,6,0.21,5.45,PO2,2011
13,FC Penafiel,29,25.4,10,0.183,5.3,PO2,2011
14,CD Fátima,32,26.3,8,0.158,5.05,PO2,2011
15,UD Oliveirense,28,27.3,8,0.18,5.05,PO2,2011
16,SC Freamunde,26,25.9,10,0.19,4.95,PO2,2011
