Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Middlesbrough FC,47,24.3,24,1.83,86.18,GB2,2010
2,Newcastle United,44,23.9,23,1.87,82.08,GB2,2010
3,West Bromwich Albion,48,23.3,28,1.47,70.73,GB2,2010
4,Sheffield United,46,27.0,20,0.938,43.15,GB2,2010
5,Queens Park Rangers,43,25.3,23,0.926,39.8,GB2,2010
6,Reading FC,42,24.0,32,0.905,38.03,GB2,2010
7,Nottingham Forest,33,23.9,16,1.08,35.7,GB2,2010
8,Ipswich Town,44,24.4,28,0.686,30.2,GB2,2010
9,Derby County,47,24.6,17,0.64,30.1,GB2,2010
10,Preston North End,39,24.0,19,0.76,29.65,GB2,2010
11,Cardiff City,36,24.1,30,0.815,29.35,GB2,2010
12,Leicester City,38,25.4,16,0.713,27.08,GB2,2010
13,Bristol City,39,25.4,19,0.694,27.05,GB2,2010
14,Blackpool FC,36,25.2,18,0.718,25.85,GB2,2010
15,Swansea City,43,24.7,34,0.578,24.85,GB2,2010
16,Sheffield Wednesday,31,24.9,9,0.794,24.6,GB2,2010
17,Plymouth Argyle,48,23.6,29,0.507,24.33,GB2,2010
18,Coventry City,38,23.4,16,0.609,23.15,GB2,2010
19,Watford FC,43,22.7,16,0.536,23.05,GB2,2010
20,Barnsley FC,39,25.2,17,0.529,20.63,GB2,2010
21,Crystal Palace,33,24.2,14,0.619,20.43,GB2,2010
22,Doncaster Rovers,36,25.8,13,0.544,19.58,GB2,2010
23,Peterborough United,46,22.5,13,0.261,12.03,GB2,2010
24,Scunthorpe United,36,23.9,11,0.265,9.53,GB2,2010
