Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Chelsea FC,30,24.8,21,12.11,363.43,GB1,2006
2,Manchester United,34,24.8,21,7.49,254.58,GB1,2006
3,Arsenal FC,37,23.7,30,6.28,232.33,GB1,2006
4,Liverpool FC,37,24.4,27,5.85,216.35,GB1,2006
5,Tottenham Hotspur,32,25.8,16,4.82,154.33,GB1,2006
6,Newcastle United,32,26.0,13,4.7,150.48,GB1,2006
7,Middlesbrough FC,39,25.2,18,2.42,94.38,GB1,2006
8,Everton FC,31,26.8,19,3.0,92.92,GB1,2006
9,Manchester City,32,25.8,17,2.87,91.9,GB1,2006
10,Aston Villa,30,25.2,17,2.97,89.0,GB1,2006
11,Portsmouth FC,36,27.0,29,2.39,86.13,GB1,2006
12,Charlton Athletic,36,26.0,21,2.29,82.43,GB1,2006
13,Birmingham City,33,26.5,18,2.48,81.83,GB1,2006
14,Fulham FC,33,27.2,24,2.15,70.88,GB1,2006
15,West Bromwich Albion,32,26.1,14,2.05,65.55,GB1,2006
16,Blackburn Rovers,27,27.7,21,2.36,63.8,GB1,2006
17,West Ham United,33,25.2,14,1.9,62.55,GB1,2006
18,Bolton Wanderers,32,26.3,23,1.93,61.85,GB1,2006
19,Wigan Athletic,30,27.8,18,1.73,51.92,GB1,2006
20,Sunderland AFC,30,24.6,20,1.05,31.55,GB1,2006
