Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,FC Internazionale,47,24.9,31,8.44,396.5,IT1,2010
2,Juventus FC,44,25.6,14,6.21,273.1,IT1,2010
3,AC Milan,41,26.8,16,6.25,256.45,IT1,2010
4,AS Roma,45,25.3,20,5.45,245.15,IT1,2010
5,ACF Fiorentina,46,24.0,22,4.55,209.3,IT1,2010
6,SSC Napoli,34,26.7,12,4.28,145.63,IT1,2010
7,SS Lazio,62,24.8,23,2.28,141.1,IT1,2010
8,Genoa CFC,47,24.2,17,2.89,135.85,IT1,2010
9,Udinese Calcio,49,23.5,30,2.77,135.58,IT1,2010
10,US Palermo,41,24.2,16,2.93,119.95,IT1,2010
11,UC Sampdoria,37,25.1,6,3.05,112.7,IT1,2010
12,Parma FC,51,24.6,16,1.62,82.83,IT1,2010
13,Cagliari Calcio,35,24.3,7,2.05,71.8,IT1,2010
14,AS Bari,43,26.5,14,1.61,69.3,IT1,2010
15,Calcio Catania,36,25.6,15,1.75,63.05,IT1,2010
16,Atalanta BC,39,26.1,13,1.59,62.05,IT1,2010
17,Bologna FC 1909,38,27.5,9,1.4,53.1,IT1,2010
18,AS Livorno,40,25.6,10,1.17,46.8,IT1,2010
19,AC Siena,40,25.3,18,1.15,45.83,IT1,2010
20,Chievo Verona,39,26.7,13,1.06,41.28,IT1,2010
