Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Bayern Munich,29,26.1,15,9.64,279.55,L1,2010
2,VfL Wolfsburg,31,25.8,19,5.01,155.43,L1,2010
3,SV Werder Bremen,38,24.4,17,3.79,143.95,L1,2010
4,Hamburger SV,35,24.9,19,3.89,136.28,L1,2010
5,FC Schalke 04,40,24.3,23,3.36,134.55,L1,2010
6,Bayer 04 Leverkusen,30,24.6,14,4.43,132.9,L1,2010
7,VfB Stuttgart,34,25.2,14,3.67,124.65,L1,2010
8,Borussia Dortmund,34,24.0,13,3.22,109.4,L1,2010
9,TSG 1899 Hoffenheim,33,23.3,16,2.95,97.5,L1,2010
10,Hertha BSC,33,25.1,21,1.88,61.98,L1,2010
11,Eintracht Frankfurt,36,25.7,20,1.64,59.2,L1,2010
12,1. FC Köln,33,24.8,18,1.79,59.13,L1,2010
13,Borussia Mönchengladbach,30,25.5,15,1.83,55.0,L1,2010
14,Hannover 96,39,25.9,22,1.3,50.88,L1,2010
15,1.FSV Mainz 05,41,26.0,22,1.19,48.78,L1,2010
16,1.FC Nuremberg,33,24.8,16,1.44,47.5,L1,2010
17,VfL Bochum,32,26.5,16,1.25,39.9,L1,2010
18,SC Freiburg,32,24.8,20,1.23,39.45,L1,2010
