Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Real Betis Balompié,32,27.0,9,2.0,64.15,ES2,2010
2,Real Sociedad,31,24.5,7,1.19,36.9,ES2,2010
3,Hércules CF,27,28.3,4,1.04,28.0,ES2,2010
4,CD Numancia,31,26.7,1,0.747,23.15,ES2,2010
5,Celta de Vigo,38,24.2,9,0.603,22.9,ES2,2010
6,Recreativo Huelva,31,25.0,4,0.713,22.1,ES2,2010
7,Elche CF,33,25.4,7,0.597,19.7,ES2,2010
8,Real Murcia CF,27,27.0,2,0.7,18.9,ES2,2010
9,Rayo Vallecano,35,26.0,2,0.537,18.8,ES2,2010
10,Levante UD,28,27.3,1,0.654,18.3,ES2,2010
11,Villarreal CF B,36,21.7,9,0.508,18.3,ES2,2010
12,UD Las Palmas,27,27.6,6,0.652,17.6,ES2,2010
13,FC Cartagena,31,27.2,5,0.545,16.9,ES2,2010
14,Gimnàstic de Tarragona,32,26.3,6,0.516,16.5,ES2,2010
15,Girona FC,34,26.9,4,0.421,14.3,ES2,2010
16,Albacete Balompié,36,26.3,5,0.381,13.7,ES2,2010
17,Córdoba CF,31,26.7,7,0.432,13.4,ES2,2010
18,UD Salamanca,29,25.7,6,0.431,12.5,ES2,2010
19,Cádiz CF,27,26.8,9,0.463,12.5,ES2,2010
20,Real Unión Club,30,27.9,3,0.383,11.5,ES2,2010
21,CD Castellón,35,25.7,7,0.329,11.5,ES2,2010
22,SD Huesca,31,27.1,5,0.363,11.25,ES2,2010
