Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,AC Monza,46,25.0,7,1.18,54.29,IT2,2021
2,Empoli FC,37,23.8,8,1.36,50.28,IT2,2021
3,SPAL,40,24.5,14,1.19,47.7,IT2,2021
4,Brescia Calcio,34,25.6,18,1.3,44.35,IT2,2021
5,US Lecce,41,25.5,15,0.835,34.23,IT2,2021
6,Venezia FC,41,24.9,13,0.717,29.39,IT2,2021
7,US Salernitana 1919,40,25.6,23,0.675,27.0,IT2,2021
8,Ascoli Calcio,52,25.4,20,0.394,20.48,IT2,2021
9,Chievo Verona,44,24.3,16,0.453,19.95,IT2,2021
10,Pordenone Calcio,37,24.6,3,0.511,18.9,IT2,2021
11,Frosinone Calcio,42,25.4,9,0.447,18.78,IT2,2021
12,US Cremonese,36,24.6,3,0.504,18.14,IT2,2021
13,AC Pisa 1909,39,24.7,3,0.463,18.08,IT2,2021
14,Reggina 1914,43,26.6,16,0.412,17.74,IT2,2021
15,Delfino Pescara 1936,50,24.9,18,0.349,17.45,IT2,2021
16,AS Cittadella,33,25.4,5,0.411,13.55,IT2,2021
17,Cosenza Calcio,39,25.5,11,0.324,12.64,IT2,2021
18,Virtus Entella,48,24.8,9,0.254,12.18,IT2,2021
19,LR Vicenza,37,26.3,5,0.3,11.1,IT2,2021
20,AC Reggiana 1919,33,26.4,7,0.268,8.85,IT2,2021
