Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,FC Barcelona B,30,20.1,9,1.04,31.3,ES2,2014
2,RCD Mallorca,37,25.9,14,0.781,28.9,ES2,2014
3,Deportivo de La Coruña,36,25.9,13,0.769,27.7,ES2,2014
4,Real Zaragoza,32,25.4,5,0.681,21.8,ES2,2014
5,Real Madrid Castilla,36,21.4,8,0.544,19.6,ES2,2014
6,Sporting Gijón,30,25.3,5,0.62,18.6,ES2,2014
7,UD Las Palmas,32,27.0,5,0.531,17.0,ES2,2014
8,Córdoba CF,36,25.2,7,0.406,14.6,ES2,2014
9,Recreativo Huelva,36,25.6,7,0.336,12.1,ES2,2014
10,Hércules CF,33,25.6,7,0.345,11.4,ES2,2014
11,SD Ponferradina,29,26.7,2,0.386,11.2,ES2,2014
12,AD Alcorcón,34,26.9,5,0.315,10.7,ES2,2014
13,Deportivo Alavés,30,27.7,4,0.323,9.7,ES2,2014
14,CD Numancia,28,25.8,3,0.346,9.7,ES2,2014
15,Real Murcia CF,25,26.2,5,0.372,9.3,ES2,2014
16,Girona FC,32,26.5,2,0.291,9.3,ES2,2014
17,CD Tenerife,32,26.8,0,0.259,8.3,ES2,2014
18,CE Sabadell FC,32,28.0,3,0.234,7.5,ES2,2014
19,SD Eibar,25,26.8,2,0.28,7.0,ES2,2014
20,CD Lugo,26,27.8,1,0.269,7.0,ES2,2014
21,CD Mirandés,27,28.4,1,0.233,6.3,ES2,2014
22,Real Jaén CF,32,27.7,3,0.169,5.4,ES2,2014
