Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Paris Saint-Germain,39,24.9,22,25.9,1010.0,FR1,2019
2,Olympique Lyon,34,23.7,18,13.76,467.95,FR1,2019
3,AS Monaco,57,23.4,36,6.77,385.83,FR1,2019
4,LOSC Lille,32,23.7,25,8.36,267.55,FR1,2019
5,Olympique Marseille,33,26.1,16,7.83,258.35,FR1,2019
6,OGC Nice,38,22.7,17,4.82,183.2,FR1,2019
7,FC Girondins Bordeaux,43,23.8,23,4.16,179.0,FR1,2019
8,Stade Rennais FC,41,23.8,17,4.11,168.45,FR1,2019
9,AS Saint-Étienne,42,24.3,17,3.13,131.25,FR1,2019
10,FC Nantes,40,24.6,27,2.99,119.5,FR1,2019
11,FC Toulouse,40,24.1,19,2.83,113.25,FR1,2019
12,Montpellier HSC,32,25.7,16,3.43,109.85,FR1,2019
13,RC Strasbourg Alsace,33,25.2,14,2.97,98.0,FR1,2019
14,Nîmes Olympique,31,25.0,14,2.84,88.15,FR1,2019
15,Stade Reims,37,24.5,22,2.35,86.95,FR1,2019
16,Angers SCO,38,26.5,19,2.1,79.7,FR1,2019
17,EA Guingamp,37,25.3,16,1.91,70.65,FR1,2019
18,Amiens SC,36,25.4,18,1.96,70.5,FR1,2019
19,SM Caen,39,24.8,19,1.73,67.55,FR1,2019
20,Dijon FCO,32,25.8,18,2.06,65.8,FR1,2019
