Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Juventus FC,40,26.3,17,8.45,337.9,IT1,2013
2,FC Internazionale,55,24.3,33,4.41,242.8,IT1,2013
3,AC Milan,42,25.5,22,5.68,238.53,IT1,2013
4,SSC Napoli,41,26.2,18,5.79,237.25,IT1,2013
5,ACF Fiorentina,42,25.2,25,5.09,213.65,IT1,2013
6,AS Roma,37,24.6,22,4.69,173.4,IT1,2013
7,SS Lazio,55,24.9,29,2.61,143.28,IT1,2013
8,Udinese Calcio,48,23.3,23,2.52,121.0,IT1,2013
9,Genoa CFC,46,26.5,23,2.14,98.5,IT1,2013
10,UC Sampdoria,37,25.3,17,2.32,85.93,IT1,2013
11,Parma FC,42,25.6,18,2.04,85.78,IT1,2013
12,US Palermo,52,25.2,29,1.56,80.95,IT1,2013
13,Bologna FC 1909,49,24.5,18,1.6,78.55,IT1,2013
14,Calcio Catania,38,25.4,22,2.01,76.48,IT1,2013
15,Cagliari Calcio,34,24.0,12,2.25,76.38,IT1,2013
16,Atalanta BC,43,27.7,12,1.72,74.1,IT1,2013
17,Torino FC,38,25.8,18,1.62,61.6,IT1,2013
18,Chievo Verona,46,26.8,26,1.2,55.1,IT1,2013
19,Delfino Pescara 1936,52,24.5,15,0.919,47.8,IT1,2013
20,AC Siena,48,27.3,17,0.989,47.48,IT1,2013
