Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,FC Barcelona,32,25.9,16,22.69,726.0,ES1,2016
2,Real Madrid,30,24.8,17,23.81,714.3,ES1,2016
3,Atlético de Madrid,30,25.4,17,13.95,418.5,ES1,2016
4,Valencia CF,38,23.7,20,6.68,254.0,ES1,2016
5,Sevilla FC,38,25.8,19,6.06,230.3,ES1,2016
6,Athletic Bilbao,28,27.0,1,5.29,148.0,ES1,2016
7,Villarreal CF,28,25.4,10,5.02,140.6,ES1,2016
8,Real Sociedad,32,25.5,6,3.73,119.4,ES1,2016
9,Celta de Vigo,28,24.6,13,3.25,91.1,ES1,2016
10,Málaga CF,33,27.0,23,2.36,77.95,ES1,2016
11,Granada CF,33,25.9,19,2.17,71.5,ES1,2016
12,RCD Espanyol Barcelona,33,25.0,9,1.88,62.2,ES1,2016
13,Deportivo de La Coruña,30,28.2,11,2.06,61.75,ES1,2016
14,SD Eibar,35,25.8,9,1.62,56.6,ES1,2016
15,Real Betis Balompié,33,26.9,14,1.71,56.4,ES1,2016
16,Sporting Gijón,29,24.7,7,1.83,53.2,ES1,2016
17,Levante UD,31,27.3,10,1.71,53.1,ES1,2016
18,Rayo Vallecano,35,28.0,13,1.42,49.6,ES1,2016
19,Getafe CF,30,25.7,12,1.64,49.1,ES1,2016
20,UD Las Palmas,33,27.2,7,0.976,32.2,ES1,2016
