Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Leicester City,51,24.7,31,1.19,60.48,GB2,2011
2,Middlesbrough FC,41,24.5,19,1.21,49.8,GB2,2011
3,Queens Park Rangers,44,26.0,24,1.06,46.8,GB2,2011
4,Cardiff City,37,26.1,24,1.26,46.6,GB2,2011
5,Hull City,43,25.7,23,1.05,45.1,GB2,2011
6,Nottingham Forest,35,24.5,18,1.21,42.2,GB2,2011
7,Burnley FC,38,24.8,19,1.1,41.8,GB2,2011
8,Ipswich Town,46,24.6,27,0.887,40.8,GB2,2011
9,Portsmouth FC,31,26.5,14,1.19,36.75,GB2,2011
10,Sheffield United,53,24.7,28,0.646,34.23,GB2,2011
11,Leeds United,44,25.7,25,0.761,33.48,GB2,2011
12,Preston North End,50,24.4,27,0.619,30.95,GB2,2011
13,Reading FC,45,23.7,30,0.674,30.33,GB2,2011
14,Swansea City,43,25.1,31,0.635,27.3,GB2,2011
15,Derby County,44,25.3,20,0.603,26.55,GB2,2011
16,Barnsley FC,41,24.2,13,0.62,25.4,GB2,2011
17,Bristol City,41,24.6,24,0.6,24.6,GB2,2011
18,Crystal Palace,41,24.7,18,0.564,23.13,GB2,2011
19,Norwich City,38,24.5,16,0.561,21.3,GB2,2011
20,Millwall FC,40,25.8,15,0.456,18.25,GB2,2011
21,Coventry City,41,23.8,23,0.429,17.58,GB2,2011
22,Scunthorpe United,45,24.0,16,0.387,17.4,GB2,2011
23,Doncaster Rovers,42,25.2,13,0.412,17.3,GB2,2011
24,Watford FC,40,21.8,17,0.41,16.4,GB2,2011
