Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Ajax Amsterdam,34,22.4,13,5.25,178.5,NL1,2017
2,PSV Eindhoven,40,23.4,17,3.17,126.6,NL1,2017
3,Feyenoord Rotterdam,33,24.6,12,3.33,109.8,NL1,2017
4,AZ Alkmaar,34,23.6,14,1.64,55.63,NL1,2017
5,Twente Enschede FC,32,23.1,18,1.64,52.48,NL1,2017
6,FC Utrecht,36,23.1,16,1.36,49.13,NL1,2017
7,SC Heerenveen,38,22.6,18,1.2,45.6,NL1,2017
8,Vitesse Arnhem,31,24.0,18,1.36,42.25,NL1,2017
9,FC Groningen,35,24.1,14,0.849,29.73,NL1,2017
10,Heracles Almelo,31,24.7,9,0.731,22.65,NL1,2017
11,PEC Zwolle,34,23.6,11,0.583,19.83,NL1,2017
12,Willem II Tilburg,32,23.8,14,0.58,18.55,NL1,2017
13,ADO Den Haag,36,24.7,16,0.444,15.98,NL1,2017
14,Roda JC Kerkrade,42,25.1,23,0.358,15.05,NL1,2017
15,Excelsior Rotterdam,29,25.2,13,0.504,14.63,NL1,2017
16,NEC Nijmegen,33,23.4,22,0.427,14.1,NL1,2017
17,Sparta Rotterdam,43,23.0,16,0.295,12.68,NL1,2017
18,Go Ahead Eagles,39,24.6,9,0.293,11.43,NL1,2017
