Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,EA Guingamp,33,25.1,12,0.501,16.52,FR2,2005
2,Le Mans Union Club 72,33,25.6,13,0.289,9.55,FR2,2005
3,Angers SCO,39,24.6,18,0.192,7.5,FR2,2005
4,Montpellier HSC,34,22.5,10,0.215,7.33,FR2,2005
5,Chamois Niortais FC,37,24.9,7,0.154,5.7,FR2,2005
6,LB Châteauroux,37,23.4,15,0.139,5.13,FR2,2005
7,CS Sedan-Ardennes,31,23.7,15,0.16,4.95,FR2,2005
8,FC Lorient,36,23.4,11,0.131,4.73,FR2,2005
9,US Créteil-Lusitanos,34,25.1,21,0.109,3.7,FR2,2005
10,Stade Brestois 29,31,27.2,10,0.106,3.3,FR2,2005
11,AC Le Havre,33,24.5,6,0.086,2.85,FR2,2005
12,ESTAC Troyes,31,24.9,9,0.091,2.83,FR2,2005
13,Stade Reims,27,27.1,5,0.1,2.7,FR2,2005
14,Grenoble Foot 38,34,24.3,16,0.059,2.0,FR2,2005
15,FC Gueugnon,35,23.4,15,0.054,1.9,FR2,2005
16,Amiens SC,32,25.1,15,0.052,1.65,FR2,2005
17,AS Nancy-Lorraine,26,25.6,6,0.062,1.6,FR2,2005
18,Stade Lavallois,27,24.6,7,0.057,1.55,FR2,2005
19,Clermont Foot Auvergne,31,26.6,5,0.047,1.45,FR2,2005
20,Dijon FCO,27,27.1,7,0.032,0.875,FR2,2005
