Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,GD Estoril Praia,28,25.2,18,0.554,15.5,PO2,2012
2,Moreirense FC,30,27.4,12,0.44,13.2,PO2,2012
3,CF Os Belenenses,28,23.5,14,0.382,10.7,PO2,2012
4,Desportivo Aves (- 2020),26,26.5,4,0.338,8.8,PO2,2012
5,Naval 1º de Maio,28,27.8,15,0.307,8.6,PO2,2012
6,Portimonense SC,39,24.3,25,0.219,8.55,PO2,2012
7,Leixões SC,34,24.6,10,0.235,8.0,PO2,2012
8,FC Penafiel,27,25.1,10,0.293,7.9,PO2,2012
9,FC Arouca,31,28.8,13,0.252,7.8,PO2,2012
10,Atlético CP,29,25.6,8,0.266,7.7,PO2,2012
11,UD Oliveirense,29,27.2,7,0.245,7.1,PO2,2012
12,CD Trofense,31,24.0,10,0.219,6.8,PO2,2012
13,CD Santa Clara,24,24.9,14,0.275,6.6,PO2,2012
14,SC Covilhã,27,25.0,8,0.209,5.65,PO2,2012
15,CF União Madeira (-2021),27,28.8,9,0.207,5.6,PO2,2012
16,SC Freamunde,27,25.6,5,0.206,5.55,PO2,2012
