Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Empoli FC,39,24.5,6,0.76,29.65,IT2,2005
2,Modena FC,43,26.0,7,0.462,19.88,IT2,2005
3,Hellas Verona,50,24.4,9,0.35,17.52,IT2,2005
4,Genoa CFC,41,26.0,11,0.389,15.94,IT2,2005
5,Ternana Calcio,49,22.7,12,0.277,13.58,IT2,2005
6,AC Perugia,52,25.6,15,0.231,12.03,IT2,2005
7,Piacenza FC,39,25.2,4,0.278,10.86,IT2,2005
8,Ascoli Calcio 1898,39,24.9,3,0.275,10.71,IT2,2005
9,AC Arezzo,40,25.9,3,0.259,10.36,IT2,2005
10,UC AlbinoLeffe,30,25.9,2,0.344,10.33,IT2,2005
11,US Salernitana,41,25.0,10,0.237,9.7,IT2,2005
12,Vicenza Calcio,33,25.1,5,0.289,9.54,IT2,2005
13,Torino Calcio,37,24.8,7,0.244,9.03,IT2,2005
14,Calcio Catania,43,26.1,10,0.207,8.9,IT2,2005
15,US Triestina,36,24.9,1,0.24,8.63,IT2,2005
16,AC Venezia 1907,51,24.6,26,0.151,7.73,IT2,2005
17,Delfino Pescara 1936,42,25.3,3,0.183,7.69,IT2,2005
18,AS Bari,50,23.9,6,0.147,7.36,IT2,2005
19,AC Cesena,33,25.0,0,0.221,7.3,IT2,2005
20,FC Crotone,37,24.3,5,0.161,5.98,IT2,2005
21,US Catanzaro,54,26.5,3,0.104,5.64,IT2,2005
22,Treviso FBC 1993,37,25.5,3,0.134,4.94,IT2,2005
