Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Real Madrid,32,25.1,14,19.9,636.8,ES1,2014
2,FC Barcelona,29,26.2,10,20.42,592.2,ES1,2014
3,Atlético de Madrid,35,25.0,19,8.82,308.8,ES1,2014
4,Valencia CF,42,24.7,21,4.26,178.8,ES1,2014
5,Sevilla FC,37,24.5,19,3.81,141.15,ES1,2014
6,Real Sociedad,31,25.4,8,4.41,136.7,ES1,2014
7,Athletic Bilbao,27,25.8,0,4.84,130.7,ES1,2014
8,Villarreal CF,29,24.3,9,2.67,77.3,ES1,2014
9,Málaga CF,31,26.0,21,2.02,62.5,ES1,2014
10,Real Betis Balompié,41,24.4,12,1.43,58.6,ES1,2014
11,Granada CF,34,25.1,23,1.69,57.48,ES1,2014
12,Getafe CF,32,26.9,6,1.75,55.9,ES1,2014
13,RCD Espanyol Barcelona,26,25.7,10,1.97,51.3,ES1,2014
14,Celta de Vigo,29,25.6,8,1.72,49.9,ES1,2014
15,Rayo Vallecano,33,25.2,10,1.4,46.1,ES1,2014
16,Elche CF,32,26.8,7,1.39,44.6,ES1,2014
17,Levante UD,33,27.7,14,1.28,42.4,ES1,2014
18,CA Osasuna,29,27.0,6,1.46,42.3,ES1,2014
19,Real Valladolid CF,31,26.6,13,1.33,41.2,ES1,2014
20,UD Almería,34,26.3,12,1.07,36.45,ES1,2014
