Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Juventus FC,38,26.2,19,13.08,497.18,IT1,2017
2,SSC Napoli,37,25.7,22,10.47,387.38,IT1,2017
3,AS Roma,47,23.7,25,7.55,354.68,IT1,2017
4,Inter Milan,41,25.4,29,8.01,328.3,IT1,2017
5,AC Milan,42,24.9,21,6.06,254.33,IT1,2017
6,SS Lazio,46,23.7,33,4.92,226.45,IT1,2017
7,ACF Fiorentina,42,24.1,30,5.17,217.08,IT1,2017
8,Torino FC,51,24.3,24,3.18,162.35,IT1,2017
9,Atalanta BC,44,25.5,16,3.68,161.7,IT1,2017
10,US Sassuolo,48,24.5,7,3.03,145.25,IT1,2017
11,UC Sampdoria,42,24.7,28,2.8,117.58,IT1,2017
12,Genoa CFC,44,25.8,23,2.46,108.18,IT1,2017
13,Udinese Calcio,44,24.5,34,2.32,101.95,IT1,2017
14,Bologna FC 1909,48,24.7,22,1.98,95.0,IT1,2017
15,Cagliari Calcio,46,24.7,17,1.33,61.08,IT1,2017
16,Empoli FC,42,24.5,17,1.32,55.45,IT1,2017
17,Delfino Pescara 1936,50,24.7,19,0.962,48.1,IT1,2017
18,Chievo Verona,44,26.3,20,1.04,45.88,IT1,2017
19,US Palermo,39,24.4,23,1.05,41.1,IT1,2017
20,FC Crotone,37,25.0,12,0.992,36.7,IT1,2017
