Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Ajax Amsterdam U21,50,20.7,19,1.3,64.95,NL2,2018
2,AZ Alkmaar U21,49,21.0,10,0.544,26.68,NL2,2018
3,PSV Eindhoven U21,40,20.4,15,0.474,18.98,NL2,2018
4,FC Utrecht U21,46,20.9,14,0.288,13.25,NL2,2018
5,NEC Nijmegen,32,23.2,12,0.41,13.13,NL2,2018
6,Fortuna Sittard,33,21.2,17,0.241,7.95,NL2,2018
7,SC Cambuur Leeuwarden,32,24.5,7,0.174,5.58,NL2,2018
8,Go Ahead Eagles,37,23.1,9,0.147,5.45,NL2,2018
9,De Graafschap Doetinchem,30,24.3,8,0.182,5.45,NL2,2018
10,FC Dordrecht,42,22.8,19,0.129,5.4,NL2,2018
11,FC Emmen,30,24.5,3,0.168,5.05,NL2,2018
12,SC Telstar,30,23.6,11,0.161,4.83,NL2,2018
13,Almere City FC,31,24.4,9,0.148,4.58,NL2,2018
14,MVV Maastricht,26,22.6,17,0.17,4.43,NL2,2018
15,FC Eindhoven,35,22.3,15,0.114,4.0,NL2,2018
16,FC Volendam,33,23.2,0,0.116,3.83,NL2,2018
17,FC Oss,30,25.4,3,0.119,3.58,NL2,2018
18,FC Den Bosch,33,22.4,12,0.108,3.55,NL2,2018
19,RKC Waalwijk,37,23.6,14,0.093,3.45,NL2,2018
20,Helmond Sport,33,23.4,5,0.1,3.3,NL2,2018
