Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,SL Benfica,40,25.5,26,9.43,377.35,PO1,2021
2,FC Porto,34,26.2,20,9.64,327.6,PO1,2021
3,Sporting CP,39,24.7,17,6.6,257.28,PO1,2021
4,SC Braga,41,24.8,17,3.49,142.95,PO1,2021
5,FC Famalicão,44,23.3,28,1.48,64.93,PO1,2021
6,Vitória Guimarães SC,37,23.9,24,1.47,54.5,PO1,2021
7,Boavista FC,32,23.4,24,1.1,35.15,PO1,2021
8,Rio Ave FC,37,26.2,22,0.889,32.88,PO1,2021
9,FC Paços de Ferreira,31,25.1,17,0.884,27.4,PO1,2021
10,Portimonense SC,37,26.3,30,0.674,24.95,PO1,2021
11,CS Marítimo,40,25.9,33,0.586,23.45,PO1,2021
12,CD Santa Clara,31,26.5,17,0.735,22.8,PO1,2021
13,Moreirense FC,31,25.8,21,0.712,22.08,PO1,2021
14,SC Farense,31,27.9,20,0.684,21.2,PO1,2021
15,B SAD,35,24.8,14,0.549,19.23,PO1,2021
16,Gil Vicente FC,34,25.3,24,0.494,16.8,PO1,2021
17,CD Tondela,26,25.2,14,0.523,13.6,PO1,2021
18,CD Nacional,32,26.2,22,0.405,12.95,PO1,2021
