Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,VfB Stuttgart,32,24.4,20,1.59,50.9,L2,2017
2,Hannover 96,33,24.2,14,1.19,39.18,L2,2017
3,1.FC Nuremberg,36,25.4,16,0.735,26.48,L2,2017
4,1.FC Union Berlin,33,26.0,12,0.658,21.7,L2,2017
5,1.FC Kaiserslautern,34,24.3,13,0.618,21.0,L2,2017
6,Eintracht Braunschweig,27,25.7,15,0.739,19.95,L2,2017
7,FC St. Pauli,35,24.3,11,0.516,18.05,L2,2017
8,SpVgg Greuther Fürth,38,24.8,18,0.464,17.65,L2,2017
9,VfL Bochum,35,23.3,12,0.461,16.15,L2,2017
10,TSV 1860 Munich,39,25.3,21,0.413,16.1,L2,2017
11,SG Dynamo Dresden,30,24.6,4,0.529,15.88,L2,2017
12,Fortuna Düsseldorf,32,24.5,14,0.476,15.23,L2,2017
13,1.FC Heidenheim 1846,28,24.4,7,0.533,14.93,L2,2017
14,Arminia Bielefeld,32,25.9,6,0.454,14.53,L2,2017
15,Karlsruher SC,40,23.9,17,0.336,13.43,L2,2017
16,SV Sandhausen,29,26.0,8,0.415,12.03,L2,2017
17,FC Erzgebirge Aue,30,26.0,7,0.389,11.68,L2,2017
18,Würzburger Kickers,28,26.7,9,0.363,10.18,L2,2017
