Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Aston Villa,43,26.2,23,3.82,164.45,GB2,2019
2,West Bromwich Albion,37,26.8,13,3.94,145.65,GB2,2019
3,Stoke City,36,26.9,25,3.59,129.3,GB2,2019
4,Middlesbrough FC,41,25.6,15,2.47,101.33,GB2,2019
5,Leeds United,49,23.7,31,1.93,94.45,GB2,2019
6,Derby County,44,26.2,20,2.14,94.33,GB2,2019
7,Swansea City,39,24.9,31,2.37,92.54,GB2,2019
8,Norwich City,37,25.9,25,2.33,86.3,GB2,2019
9,Nottingham Forest,45,27.0,30,1.85,83.1,GB2,2019
10,Brentford FC,39,23.0,27,1.96,76.35,GB2,2019
11,Bristol City,38,24.6,20,1.91,72.55,GB2,2019
12,Reading FC,49,25.2,31,1.35,66.25,GB2,2019
13,Sheffield United,39,26.8,18,1.58,61.75,GB2,2019
14,Hull City,34,25.5,15,1.63,55.4,GB2,2019
15,Sheffield Wednesday,41,25.8,23,1.16,47.4,GB2,2019
16,Birmingham City,33,26.7,15,1.29,42.5,GB2,2019
17,Wigan Athletic,43,25.3,18,0.955,41.05,GB2,2019
18,Queens Park Rangers,44,24.2,25,0.903,39.73,GB2,2019
19,Blackburn Rovers,39,24.3,14,0.891,34.75,GB2,2019
20,Preston North End,44,24.4,17,0.757,33.3,GB2,2019
21,Millwall FC,37,25.6,18,0.769,28.45,GB2,2019
22,Ipswich Town,45,24.8,18,0.597,26.85,GB2,2019
23,Bolton Wanderers,37,27.2,9,0.589,21.8,GB2,2019
24,Rotherham United,35,24.8,15,0.331,11.58,GB2,2019
