Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Bayern Munich,25,25.8,11,14.24,356.0,L1,2012
2,Borussia Dortmund,30,24.6,13,7.2,215.95,L1,2012
3,FC Schalke 04,39,24.7,21,3.98,155.23,L1,2012
4,Bayer 04 Leverkusen,30,24.1,9,4.5,134.85,L1,2012
5,VfL Wolfsburg,45,25.9,29,2.8,125.8,L1,2012
6,VfB Stuttgart,32,25.3,18,3.69,118.0,L1,2012
7,SV Werder Bremen,38,24.3,17,2.95,111.95,L1,2012
8,TSG 1899 Hoffenheim,35,23.9,20,2.53,88.65,L1,2012
9,Borussia Mönchengladbach,28,24.4,15,3.15,88.3,L1,2012
10,Hamburger SV,37,24.0,23,2.32,85.9,L1,2012
11,Hannover 96,31,25.7,17,2.48,76.8,L1,2012
12,SC Freiburg,37,25.0,17,1.88,69.43,L1,2012
13,1. FC Köln,34,24.7,17,1.77,60.18,L1,2012
14,1.FC Nuremberg,30,24.2,12,1.74,52.1,L1,2012
15,1.FSV Mainz 05,30,25.7,18,1.73,52.0,L1,2012
16,Hertha BSC,31,24.7,18,1.47,45.6,L1,2012
17,1.FC Kaiserslautern,37,24.3,22,1.15,42.6,L1,2012
18,FC Augsburg,32,26.2,15,1.2,38.35,L1,2012
