Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,VfL Bochum,34,26.0,19,0.658,22.38,L2,2006
2,SC Freiburg,27,25.3,14,0.728,19.65,L2,2006
3,Alemannia Aachen,27,27.3,7,0.724,19.55,L2,2006
4,TSV 1860 Munich,31,25.6,15,0.565,17.5,L2,2006
5,Karlsruher SC,28,25.6,7,0.597,16.73,L2,2006
6,FC Hansa Rostock,32,25.7,12,0.5,16.0,L2,2006
7,SpVgg Greuther Fürth,30,25.7,14,0.517,15.5,L2,2006
8,FC Energie Cottbus,26,26.0,13,0.496,12.9,L2,2006
9,SV Wacker Burghausen,30,25.6,10,0.404,12.13,L2,2006
10,FC Erzgebirge Aue,28,27.5,9,0.378,10.58,L2,2006
11,SC Paderborn 07,34,25.6,14,0.311,10.58,L2,2006
12,SG Dynamo Dresden,34,26.6,13,0.298,10.13,L2,2006
13,1.FC Saarbrücken,34,26.7,17,0.282,9.6,L2,2006
14,SpVgg Unterhaching,28,26.9,9,0.304,8.53,L2,2006
15,Eintracht Braunschweig,25,26.1,3,0.339,8.48,L2,2006
16,LR Ahlen,25,28.6,9,0.328,8.2,L2,2006
17,Kickers Offenbach,29,27.1,12,0.277,8.03,L2,2006
18,Sportfreunde Siegen,33,27.1,12,0.198,6.53,L2,2006
