Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Chievo Verona,43,26.0,10,0.761,32.73,IT2,2008
2,Brescia Calcio,43,23.0,15,0.692,29.75,IT2,2008
3,US Lecce,33,25.2,12,0.655,21.6,IT2,2008
4,Ascoli Calcio 1898,37,24.7,5,0.573,21.2,IT2,2008
5,FC Messina Peloro,40,25.3,6,0.526,21.03,IT2,2008
6,UC AlbinoLeffe,36,25.4,1,0.544,19.6,IT2,2008
7,Vicenza Calcio,40,26.0,3,0.476,19.05,IT2,2008
8,Bologna FC 1909,34,26.1,4,0.553,18.8,IT2,2008
9,Treviso FBC 1993,44,25.0,10,0.416,18.29,IT2,2008
10,AS Bari,42,24.2,7,0.396,16.65,IT2,2008
11,AC Mantova 1911,33,27.0,3,0.455,15.0,IT2,2008
12,US Triestina,43,25.3,12,0.347,14.9,IT2,2008
13,Piacenza FC,40,23.6,15,0.346,13.83,IT2,2008
14,Rimini FC,37,24.4,4,0.347,12.85,IT2,2008
15,Spezia Calcio 1906,49,24.9,6,0.241,11.83,IT2,2008
16,US Grosseto FC,37,25.9,8,0.287,10.63,IT2,2008
17,AC Pisa 1909,37,24.8,10,0.281,10.39,IT2,2008
18,Modena FC,32,25.4,4,0.324,10.36,IT2,2008
19,Frosinone Calcio,39,25.9,3,0.253,9.85,IT2,2008
20,AC Cesena,46,24.0,9,0.198,9.13,IT2,2008
21,Ravenna Calcio,36,26.9,2,0.249,8.95,IT2,2008
22,US Avellino,42,26.0,3,0.203,8.53,IT2,2008
