Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Manchester City,41,24.8,29,12.25,502.1,GB1,2013
2,Manchester United,41,24.7,24,11.16,457.5,GB1,2013
3,Chelsea FC,34,25.9,25,13.36,454.25,GB1,2013
4,Arsenal FC,42,24.0,35,7.07,296.9,GB1,2013
5,Tottenham Hotspur,41,25.5,21,7.24,296.8,GB1,2013
6,Liverpool FC,41,23.5,21,6.73,276.1,GB1,2013
7,Newcastle United,39,24.6,26,5.17,201.75,GB1,2013
8,Everton FC,29,25.7,20,4.82,139.75,GB1,2013
9,Sunderland AFC,37,25.3,19,3.62,133.9,GB1,2013
10,Queens Park Rangers,38,28.7,22,3.16,120.05,GB1,2013
11,Fulham FC,37,27.4,32,3.0,110.85,GB1,2013
12,Aston Villa,33,24.7,21,3.35,110.5,GB1,2013
13,Stoke City,30,28.3,17,3.47,104.05,GB1,2013
14,West Ham United,39,25.6,20,2.64,103.0,GB1,2013
15,Swansea City,33,26.2,22,3.1,102.25,GB1,2013
16,West Bromwich Albion,32,26.0,23,2.91,93.0,GB1,2013
17,Wigan Athletic,37,25.8,29,2.47,91.55,GB1,2013
18,Southampton FC,40,24.8,16,2.08,83.05,GB1,2013
19,Norwich City,36,25.9,16,2.03,73.25,GB1,2013
20,Reading FC,35,26.3,25,1.32,46.25,GB1,2013
