Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,FC Barcelona,35,24.9,11,17.66,618.2,ES1,2012
2,Real Madrid,33,24.8,16,16.34,539.2,ES1,2012
3,Atlético de Madrid,37,24.4,17,5.68,210.0,ES1,2012
4,Valencia CF,28,25.6,13,6.46,181.0,ES1,2012
5,Athletic Bilbao,30,25.2,2,4.81,144.2,ES1,2012
6,Villarreal CF,35,25.4,12,3.91,137.0,ES1,2012
7,Sevilla FC,34,25.0,14,3.91,133.0,ES1,2012
8,Málaga CF,32,26.9,18,3.79,121.3,ES1,2012
9,RCD Espanyol Barcelona,37,24.1,19,2.19,81.2,ES1,2012
10,Real Sociedad,26,25.3,8,2.87,74.7,ES1,2012
11,Getafe CF,34,26.4,7,2.09,70.95,ES1,2012
12,RCD Mallorca,32,24.8,13,1.94,62.2,ES1,2012
13,Real Zaragoza,33,26.1,16,1.85,61.0,ES1,2012
14,Granada CF,32,26.3,14,1.89,60.6,ES1,2012
15,Sporting Gijón,33,25.9,8,1.62,53.4,ES1,2012
16,Real Betis Balompié,36,25.7,6,1.46,52.7,ES1,2012
17,Rayo Vallecano,37,25.8,6,1.28,47.3,ES1,2012
18,CA Osasuna,32,27.0,8,1.39,44.4,ES1,2012
19,Racing Santander,38,24.2,9,1.12,42.6,ES1,2012
20,Levante UD,34,27.4,9,1.18,40.25,ES1,2012
