Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Real Valladolid CF,39,25.6,11,0.565,22.05,ES2,2016
2,UD Almería,36,25.8,12,0.558,20.1,ES2,2016
3,Real Zaragoza,35,26.1,9,0.564,19.75,ES2,2016
4,Elche CF,30,24.7,4,0.548,16.45,ES2,2016
5,Córdoba CF,28,26.5,8,0.58,16.25,ES2,2016
6,RCD Mallorca,36,25.3,13,0.451,16.23,ES2,2016
7,CA Osasuna,31,24.9,6,0.503,15.6,ES2,2016
8,Bilbao Athletic,32,21.2,1,0.484,15.5,ES2,2016
9,CD Leganés,26,26.3,3,0.546,14.2,ES2,2016
10,Girona FC,28,25.2,4,0.464,13.0,ES2,2016
11,Gimnàstic de Tarragona,37,26.2,9,0.338,12.5,ES2,2016
12,SD Ponferradina,27,27.8,9,0.422,11.4,ES2,2016
13,Deportivo Alavés,27,27.8,3,0.411,11.1,ES2,2016
14,CD Numancia,29,27.5,4,0.383,11.1,ES2,2016
15,AD Alcorcón,29,26.4,6,0.372,10.8,ES2,2016
16,CD Tenerife,28,25.4,4,0.364,10.2,ES2,2016
17,Real Oviedo,34,26.8,3,0.298,10.13,ES2,2016
18,Albacete Balompié,34,26.1,3,0.287,9.75,ES2,2016
19,UE Llagostera,33,27.8,3,0.289,9.55,ES2,2016
20,SD Huesca,32,27.4,6,0.291,9.3,ES2,2016
21,CD Lugo,27,28.5,1,0.341,9.2,ES2,2016
22,CD Mirandés,25,27.0,2,0.368,9.2,ES2,2016
