Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Granada CF,28,27.9,8,1.68,47.0,ES2,2023
2,Levante UD,23,27.3,6,1.81,41.6,ES2,2023
3,Deportivo Alavés,24,26.1,10,1.43,34.3,ES2,2023
4,Real Zaragoza,27,25.9,9,1.09,29.4,ES2,2023
5,CD Leganés,23,28.4,8,1.23,28.2,ES2,2023
6,Real Oviedo,26,26.8,4,1.07,27.9,ES2,2023
7,Sporting Gijón,28,26.1,10,0.971,27.2,ES2,2023
8,UD Las Palmas,26,26.7,6,1.04,27.0,ES2,2023
9,SD Eibar,26,28.1,5,1.03,26.9,ES2,2023
10,SD Huesca,24,27.3,8,0.871,20.9,ES2,2023
11,Villarreal CF B,25,22.5,7,0.804,20.1,ES2,2023
12,Málaga CF,26,28.1,8,0.712,18.5,ES2,2023
13,CD Tenerife,24,27.6,5,0.721,17.3,ES2,2023
14,FC Cartagena,25,28.7,9,0.664,16.6,ES2,2023
15,FC Andorra,25,25.3,5,0.644,16.1,ES2,2023
16,CD Mirandés,23,23.8,2,0.674,15.5,ES2,2023
17,Burgos CF,24,27.7,1,0.613,14.7,ES2,2023
18,SD Ponferradina,22,27.1,8,0.609,13.4,ES2,2023
19,Albacete Balompié,23,26.0,4,0.574,13.2,ES2,2023
20,Racing Santander,26,26.5,5,0.492,12.8,ES2,2023
21,UD Ibiza,23,27.3,8,0.465,10.7,ES2,2023
22,CD Lugo,26,27.2,9,0.365,9.5,ES2,2023
