Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Ajax Amsterdam U21,59,20.6,21,0.969,57.18,NL2,2014
2,PSV Eindhoven U21,45,20.6,23,0.965,43.43,NL2,2014
3,FC Twente Enschede U21,47,21.2,23,0.432,20.33,NL2,2014
4,Willem II Tilburg,35,23.9,15,0.289,10.13,NL2,2014
5,VVV-Venlo,33,22.7,8,0.211,6.98,NL2,2014
6,Sparta Rotterdam,39,23.7,10,0.162,6.33,NL2,2014
7,FC Dordrecht,37,22.6,15,0.152,5.63,NL2,2014
8,De Graafschap Doetinchem,35,23.2,6,0.154,5.38,NL2,2014
9,FC Eindhoven,27,23.4,13,0.195,5.28,NL2,2014
10,MVV Maastricht,27,23.9,14,0.143,3.85,NL2,2014
11,Excelsior Rotterdam,28,22.4,6,0.138,3.85,NL2,2014
12,Helmond Sport,30,23.3,9,0.124,3.73,NL2,2014
13,FC Den Bosch,30,24.0,7,0.123,3.68,NL2,2014
14,Almere City FC,34,22.9,3,0.108,3.68,NL2,2014
15,FC Volendam,33,23.4,4,0.106,3.5,NL2,2014
16,Fortuna Sittard,33,22.2,16,0.105,3.45,NL2,2014
17,FC Emmen,29,23.0,4,0.114,3.3,NL2,2014
18,SC Telstar,26,24.7,5,0.11,2.85,NL2,2014
19,FC Oss,27,23.6,6,0.105,2.83,NL2,2014
20,Achilles '29,27,25.6,2,0.083,2.25,NL2,2014
