Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,FC Porto B,44,21.6,19,1.86,81.9,PO2,2021
2,SL Benfica B,49,20.3,14,0.678,33.23,PO2,2021
3,GD Estoril Praia,32,24.4,15,0.273,8.73,PO2,2021
4,CD Feirense,30,28.1,15,0.256,7.68,PO2,2021
5,FC Arouca,31,26.0,22,0.227,7.03,PO2,2021
6,Casa Pia AC,37,25.3,26,0.174,6.43,PO2,2021
7,FC Vizela,31,25.7,18,0.194,6.0,PO2,2021
8,Académica Coimbra,31,25.5,10,0.191,5.93,PO2,2021
9,GD Chaves,28,27.8,13,0.21,5.88,PO2,2021
10,Leixões SC,40,25.5,20,0.141,5.63,PO2,2021
11,CD Mafra,30,25.2,12,0.178,5.35,PO2,2021
12,Varzim SC,36,26.4,18,0.143,5.15,PO2,2021
13,FC Penafiel,30,27.3,7,0.17,5.1,PO2,2021
14,UD Vilafranquense,34,25.9,18,0.146,4.95,PO2,2021
15,UD Oliveirense,31,25.1,20,0.149,4.63,PO2,2021
16,CD Cova Piedade,34,28.7,17,0.135,4.6,PO2,2021
17,SC Covilhã,32,27.1,15,0.141,4.53,PO2,2021
18,Académico Viseu FC,27,27.9,9,0.14,3.78,PO2,2021
