Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Genoa CFC,31,26.1,20,1.7,52.55,IT2,2023
2,Parma Calcio 1913,30,24.7,23,1.53,45.95,IT2,2023
3,Frosinone Calcio,29,25.1,11,1.16,33.5,IT2,2023
4,Venezia FC,27,25.5,17,1.22,33.03,IT2,2023
5,Cagliari Calcio,28,25.8,12,1.17,32.8,IT2,2023
6,Pisa Sporting Club,26,26.5,12,1.22,31.73,IT2,2023
7,SSC Bari,28,27.6,7,1.13,31.55,IT2,2023
8,Palermo FC,28,25.4,7,1.1,30.9,IT2,2023
9,Como 1907,32,26.3,11,0.923,29.55,IT2,2023
10,Brescia Calcio,29,25.2,13,0.853,24.73,IT2,2023
11,Reggina 1914,27,27.7,10,0.915,24.7,IT2,2023
12,Benevento Calcio,31,26.5,16,0.75,23.24,IT2,2023
13,Ascoli Calcio,31,26.1,9,0.656,20.33,IT2,2023
14,Modena FC,27,27.9,3,0.62,16.75,IT2,2023
15,FC Südtirol,29,27.3,4,0.577,16.73,IT2,2023
16,Ternana Calcio,28,27.0,7,0.594,16.63,IT2,2023
17,SPAL,32,25.7,8,0.509,16.28,IT2,2023
18,AS Cittadella,28,26.5,5,0.553,15.48,IT2,2023
19,AC Perugia Calcio,26,26.9,10,0.58,15.08,IT2,2023
20,Cosenza Calcio,30,25.2,7,0.465,13.95,IT2,2023
