Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Paris Saint-Germain,35,25.2,25,24.98,874.15,FR1,2020
2,Olympique Lyon,33,24.0,21,11.65,384.55,FR1,2020
3,AS Monaco,39,25.3,27,8.49,331.03,FR1,2020
4,LOSC Lille,31,23.7,22,7.99,247.78,FR1,2020
5,Olympique Marseille,34,24.3,12,6.36,216.15,FR1,2020
6,OGC Nice,37,23.1,18,4.69,173.45,FR1,2020
7,Stade Rennais FC,33,25.0,15,5.21,171.88,FR1,2020
8,FC Girondins Bordeaux,31,25.0,19,4.04,125.35,FR1,2020
9,FC Nantes,35,25.0,19,3.03,106.15,FR1,2020
10,AS Saint-Étienne,41,24.8,15,2.56,104.83,FR1,2020
11,RC Strasbourg Alsace,31,25.7,14,2.94,91.13,FR1,2020
12,Angers SCO,31,25.9,14,2.89,89.48,FR1,2020
13,Montpellier HSC,30,26.2,14,2.72,81.68,FR1,2020
14,Stade Reims,31,23.7,21,2.63,81.68,FR1,2020
15,FC Toulouse,35,23.5,13,2.05,71.88,FR1,2020
16,Amiens SC,37,25.3,20,1.67,61.93,FR1,2020
17,FC Metz,32,24.4,21,1.69,54.1,FR1,2020
18,Dijon FCO,31,25.3,19,1.62,50.23,FR1,2020
19,Nîmes Olympique,35,23.8,13,1.42,49.65,FR1,2020
20,Stade Brestois 29,28,26.0,8,1.71,47.78,FR1,2020
