Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Bayern Munich,30,26.5,16,6.02,180.73,L1,2007
2,SV Werder Bremen,33,24.9,14,4.77,157.25,L1,2007
3,FC Schalke 04,30,24.7,14,3.55,106.6,L1,2007
4,Hamburger SV,36,24.9,19,2.83,101.83,L1,2007
5,VfB Stuttgart,32,25.3,11,3.03,97.08,L1,2007
6,Borussia Dortmund,32,24.0,14,2.49,79.78,L1,2007
7,Bayer 04 Leverkusen,28,25.1,14,2.65,74.08,L1,2007
8,Hertha BSC,31,25.4,18,2.14,66.4,L1,2007
9,1.FC Nuremberg,31,25.5,20,2.11,65.45,L1,2007
10,VfL Wolfsburg,30,26.9,21,1.86,55.9,L1,2007
11,Eintracht Frankfurt,30,25.6,12,1.77,52.95,L1,2007
12,Borussia Mönchengladbach,36,24.6,18,1.27,45.85,L1,2007
13,Hannover 96,32,26.1,15,1.43,45.85,L1,2007
14,VfL Bochum,32,27.2,15,1.28,41.0,L1,2007
15,1.FSV Mainz 05,34,25.6,15,1.06,36.03,L1,2007
16,Arminia Bielefeld,30,26.7,12,1.19,35.6,L1,2007
17,Alemannia Aachen,31,25.6,9,0.862,26.73,L1,2007
18,FC Energie Cottbus,30,26.4,18,0.885,26.55,L1,2007
