Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Wolverhampton Wanderers,57,24.2,35,1.44,82.3,GB2,2013
2,Blackburn Rovers,55,24.1,34,1.34,73.45,GB2,2013
3,Bolton Wanderers,45,24.6,19,1.18,53.1,GB2,2013
4,Hull City,39,25.3,23,1.03,40.25,GB2,2013
5,Cardiff City,45,24.3,26,0.888,39.95,GB2,2013
6,Middlesbrough FC,39,24.4,16,0.96,37.45,GB2,2013
7,Nottingham Forest,37,26.1,18,1.0,37.05,GB2,2013
8,Crystal Palace,42,25.4,23,0.865,36.35,GB2,2013
9,Sheffield Wednesday,44,26.4,19,0.753,33.13,GB2,2013
10,Blackpool FC,45,24.6,21,0.732,32.95,GB2,2013
11,Leeds United,39,27.1,14,0.837,32.63,GB2,2013
12,Birmingham City,45,25.1,22,0.683,30.75,GB2,2013
13,Watford FC,44,24.5,31,0.691,30.43,GB2,2013
14,Leicester City,33,24.3,17,0.911,30.05,GB2,2013
15,Brighton & Hove Albion,36,26.4,20,0.788,28.35,GB2,2013
16,Ipswich Town,48,25.7,22,0.571,27.4,GB2,2013
17,Huddersfield Town,43,24.1,16,0.622,26.75,GB2,2013
18,Bristol City,40,25.6,23,0.648,25.9,GB2,2013
19,Burnley FC,34,24.3,17,0.718,24.4,GB2,2013
20,Millwall FC,39,26.6,17,0.464,18.1,GB2,2013
21,Derby County,34,24.0,17,0.522,17.75,GB2,2013
22,Barnsley FC,43,25.6,15,0.369,15.85,GB2,2013
23,Charlton Athletic,46,24.7,18,0.329,15.15,GB2,2013
24,Peterborough United,46,22.4,17,0.273,12.58,GB2,2013
