Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Bayern Munich,38,24.7,18,21.36,811.85,L1,2018
2,Borussia Dortmund,35,25.0,19,16.41,574.2,L1,2018
3,RB Leipzig,28,24.1,19,13.33,373.3,L1,2018
4,Bayer 04 Leverkusen,27,25.3,14,13.24,357.35,L1,2018
5,FC Schalke 04,29,25.5,18,9.46,274.35,L1,2018
6,TSG 1899 Hoffenheim,36,24.1,13,5.91,212.75,L1,2018
7,Borussia Mönchengladbach,35,24.6,19,5.52,193.25,L1,2018
8,VfL Wolfsburg,33,24.3,19,4.35,143.6,L1,2018
9,VfB Stuttgart,34,24.7,17,3.96,134.7,L1,2018
10,Hertha BSC,32,24.9,15,4.11,131.45,L1,2018
11,Eintracht Frankfurt,36,25.0,23,3.5,126.15,L1,2018
12,SV Werder Bremen,33,25.6,19,3.25,107.15,L1,2018
13,SC Freiburg,36,25.5,14,2.79,100.6,L1,2018
14,FC Augsburg,33,25.6,17,3.04,100.45,L1,2018
15,1.FSV Mainz 05,33,25.3,19,2.98,98.35,L1,2018
16,Hannover 96,30,25.9,12,3.1,92.95,L1,2018
17,1. FC Köln,38,24.5,19,2.41,91.73,L1,2018
18,Hamburger SV,34,24.5,17,1.84,62.4,L1,2018
