Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,SL Benfica B,58,21.1,27,1.34,77.78,PO2,2019
2,FC Porto B,48,21.5,27,0.962,46.18,PO2,2019
3,GD Estoril Praia,46,24.2,24,0.447,20.55,PO2,2019
4,SC Braga B,47,21.5,23,0.434,20.4,PO2,2019
5,FC Paços de Ferreira,31,26.1,17,0.465,14.43,PO2,2019
6,Vitória Guimarães SC B,42,21.1,25,0.216,9.08,PO2,2019
7,Leixões SC,44,24.3,25,0.195,8.6,PO2,2019
8,FC Famalicão,36,25.0,18,0.19,6.85,PO2,2019
9,SC Covilhã,32,26.4,15,0.202,6.45,PO2,2019
10,Varzim SC,35,25.7,22,0.184,6.43,PO2,2019
11,FC Arouca,36,25.2,25,0.176,6.35,PO2,2019
12,Académica Coimbra,34,27.3,12,0.177,6.03,PO2,2019
13,UD Oliveirense,29,26.0,13,0.206,5.98,PO2,2019
14,SC Farense,30,26.2,15,0.191,5.73,PO2,2019
15,FC Penafiel,29,26.6,6,0.197,5.7,PO2,2019
16,CD Cova Piedade,41,25.5,27,0.133,5.45,PO2,2019
17,Académico Viseu FC,30,27.4,17,0.179,5.38,PO2,2019
18,CD Mafra,27,26.7,6,0.175,4.73,PO2,2019
