Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Manchester City,34,25.1,23,30.84,1050.0,GB1,2020
2,Liverpool FC,56,23.3,32,17.9,1000.0,GB1,2020
3,Tottenham Hotspur,36,24.8,22,22.41,806.8,GB1,2020
4,Chelsea FC,36,24.1,23,19.61,705.85,GB1,2020
5,Manchester United,43,23.9,24,15.59,670.45,GB1,2020
6,Arsenal FC,38,24.3,23,15.99,607.65,GB1,2020
7,Everton FC,35,26.0,21,12.02,420.55,GB1,2020
8,Leicester City,32,25.9,18,12.85,411.1,GB1,2020
9,Wolverhampton Wanderers,44,23.1,30,7.28,320.33,GB1,2020
10,West Ham United,38,26.5,25,7.99,303.6,GB1,2020
11,AFC Bournemouth,39,24.8,17,6.98,272.18,GB1,2020
12,Newcastle United,41,26.0,23,6.16,252.48,GB1,2020
13,Aston Villa,38,25.7,22,6.1,231.7,GB1,2020
14,Southampton FC,36,24.4,19,5.85,210.75,GB1,2020
15,Brighton & Hove Albion,45,24.7,29,4.46,200.78,GB1,2020
16,Watford FC,43,25.7,28,4.64,199.6,GB1,2020
17,Crystal Palace,33,26.8,18,5.74,189.33,GB1,2020
18,Burnley FC,35,26.3,12,4.68,163.88,GB1,2020
19,Norwich City,38,25.5,25,3.82,145.33,GB1,2020
20,Sheffield United,34,27.3,16,4.08,138.6,GB1,2020
