Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,FC Zwolle,30,23.8,3,0.312,9.35,NL2,2006
2,De Graafschap Doetinchem,27,24.9,3,0.225,6.08,NL2,2006
3,VVV-Venlo,23,24.7,6,0.26,5.98,NL2,2006
4,Excelsior Rotterdam,28,24.3,5,0.181,5.08,NL2,2006
5,FC Den Bosch,26,23.3,5,0.183,4.75,NL2,2006
6,MVV Maastricht,24,25.1,11,0.191,4.58,NL2,2006
7,SC Veendam,28,26.4,5,0.155,4.35,NL2,2006
8,Helmond Sport,24,24.8,6,0.175,4.2,NL2,2006
9,FC Volendam,32,22.5,3,0.13,4.15,NL2,2006
10,FC Dordrecht,27,24.9,6,0.143,3.85,NL2,2006
11,FC Eindhoven,24,24.0,4,0.149,3.58,NL2,2006
12,FC Emmen,26,24.9,4,0.131,3.4,NL2,2006
13,Cambuur-Leeuwarden bvo,24,25.0,3,0.132,3.18,NL2,2006
14,Fortuna Sittard,22,23.7,7,0.142,3.13,NL2,2006
15,TOP Oss,23,25.6,6,0.132,3.03,NL2,2006
16,HFC Haarlem,21,25.0,2,0.138,2.9,NL2,2006
17,Stormvogels Telstar,27,23.5,4,0.09,2.43,NL2,2006
18,Go Ahead Eagles,17,24.4,3,0.101,1.73,NL2,2006
19,FC Omniworld,26,24.5,5,0.065,1.7,NL2,2006
20,AGOVV Apeldoorn,25,24.4,6,0.058,1.45,NL2,2006
