Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,FC Nantes,31,25.3,18,1.07,33.3,FR2,2008
2,AC Le Havre,36,24.3,15,0.788,28.35,FR2,2008
3,ESTAC Troyes,28,25.0,14,0.807,22.6,FR2,2008
4,Grenoble Foot 38,27,25.8,14,0.776,20.95,FR2,2008
5,CS Sedan-Ardennes,31,24.4,16,0.616,19.1,FR2,2008
6,SC Bastia,30,23.7,11,0.587,17.6,FR2,2008
7,EA Guingamp,30,25.2,11,0.587,17.6,FR2,2008
8,Stade Reims,32,26.1,11,0.531,17.0,FR2,2008
9,Montpellier HSC,30,25.5,15,0.567,17.0,FR2,2008
10,Amiens SC,33,25.0,10,0.505,16.65,FR2,2008
11,Clermont Foot Auvergne 63,32,25.0,12,0.502,16.05,FR2,2008
12,LB Châteauroux,36,24.4,21,0.432,15.55,FR2,2008
13,Stade Brestois 29,28,26.9,10,0.546,15.3,FR2,2008
14,AC Ajaccio,27,25.4,10,0.563,15.2,FR2,2008
15,FC Libourne-Saint-Seurin,34,24.9,12,0.418,14.2,FR2,2008
16,US Boulogne,29,25.8,8,0.488,14.15,FR2,2008
17,Angers SCO,25,26.3,10,0.566,14.15,FR2,2008
18,Dijon FCO,28,24.9,11,0.496,13.9,FR2,2008
19,Chamois Niortais FC,29,25.8,6,0.403,11.7,FR2,2008
20,FC Gueugnon,37,25.4,11,0.314,11.6,FR2,2008
