Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Fulham FC,38,25.9,29,4.97,188.9,GB2,2022
2,AFC Bournemouth,39,24.6,17,4.63,180.4,GB2,2022
3,Sheffield United,44,25.7,21,3.1,136.4,GB2,2022
4,West Bromwich Albion,40,24.6,14,2.19,87.4,GB2,2022
5,Nottingham Forest,41,25.0,22,2.02,82.95,GB2,2022
6,Stoke City,43,25.5,21,1.75,75.4,GB2,2022
7,Middlesbrough FC,43,25.3,17,1.72,74.15,GB2,2022
8,Swansea City,42,23.5,23,1.52,63.75,GB2,2022
9,Blackburn Rovers,40,23.2,13,1.58,63.1,GB2,2022
10,Birmingham City,45,24.5,15,1.05,47.38,GB2,2022
11,Preston North End,39,25.4,17,1.21,47.1,GB2,2022
12,Cardiff City,42,24.4,22,1.09,45.8,GB2,2022
13,Reading FC,50,23.7,25,0.916,45.8,GB2,2022
14,Millwall FC,33,26.2,13,1.3,42.75,GB2,2022
15,Queens Park Rangers,41,25.6,26,1.03,42.25,GB2,2022
16,Huddersfield Town,39,24.7,16,1.07,41.78,GB2,2022
17,Derby County,38,24.1,18,1.07,40.65,GB2,2022
18,Hull City,41,23.4,12,0.984,40.35,GB2,2022
19,Bristol City,34,25.1,14,1.06,36.2,GB2,2022
20,Coventry City,35,24.6,16,0.881,30.83,GB2,2022
21,Luton Town,38,25.8,14,0.796,30.25,GB2,2022
22,Barnsley FC,43,22.6,19,0.697,29.98,GB2,2022
23,Blackpool FC,41,24.3,10,0.434,17.78,GB2,2022
24,Peterborough United,43,23.4,16,0.392,16.85,GB2,2022
