Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Chelsea FC,49,24.8,41,14.01,686.7,GB1,2017
2,Manchester City,35,26.4,29,16.47,576.5,GB1,2017
3,Tottenham Hotspur,38,23.7,20,14.31,543.65,GB1,2017
4,Arsenal FC,42,24.7,26,12.9,542.0,GB1,2017
5,Manchester United,42,24.4,25,12.65,531.45,GB1,2017
6,Liverpool FC,38,24.4,24,11.2,425.65,GB1,2017
7,Everton FC,39,25.9,25,7.98,311.25,GB1,2017
8,West Ham United,44,24.7,28,6.21,273.05,GB1,2017
9,Southampton FC,36,25.3,19,7.33,263.75,GB1,2017
10,Crystal Palace,45,26.1,26,5.08,228.43,GB1,2017
11,Leicester City,31,26.6,21,7.05,218.65,GB1,2017
12,Stoke City,34,27.1,27,5.47,186.0,GB1,2017
13,Watford FC,46,26.8,36,3.82,175.65,GB1,2017
14,Swansea City,37,26.9,28,4.25,157.1,GB1,2017
15,Hull City,42,26.0,23,3.23,135.85,GB1,2017
16,Sunderland AFC,42,25.3,27,3.14,132.0,GB1,2017
17,AFC Bournemouth,41,24.4,16,3.21,131.6,GB1,2017
18,Middlesbrough FC,35,27.3,21,3.68,128.8,GB1,2017
19,West Bromwich Albion,30,27.3,18,4.11,123.2,GB1,2017
20,Burnley FC,36,26.6,15,2.98,107.18,GB1,2017
