Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,1.FC Kaiserslautern,32,24.4,14,0.975,31.2,L2,2010
2,MSV Duisburg,35,25.1,18,0.753,26.35,L2,2010
3,TSV 1860 Munich,33,24.9,18,0.769,25.38,L2,2010
4,FC St. Pauli,30,26.5,4,0.796,23.88,L2,2010
5,FC Augsburg,33,26.4,13,0.692,22.85,L2,2010
6,Arminia Bielefeld,31,25.9,16,0.733,22.73,L2,2010
7,FC Energie Cottbus,33,25.3,15,0.62,20.48,L2,2010
8,Karlsruher SC,37,24.5,9,0.551,20.4,L2,2010
9,SpVgg Greuther Fürth,31,25.2,12,0.627,19.45,L2,2010
10,Alemannia Aachen,32,25.5,10,0.589,18.85,L2,2010
11,FC Hansa Rostock,31,25.8,8,0.564,17.48,L2,2010
12,Fortuna Düsseldorf,28,26.6,9,0.615,17.23,L2,2010
13,SC Paderborn 07,31,25.7,6,0.41,12.73,L2,2010
14,TuS Koblenz,36,26.2,13,0.333,11.98,L2,2010
15,FSV Frankfurt,34,26.4,19,0.333,11.33,L2,2010
16,Rot-Weiß Oberhausen,29,25.6,8,0.363,10.53,L2,2010
17,Rot Weiss Ahlen,37,25.9,14,0.278,10.3,L2,2010
18,1.FC Union Berlin,29,25.9,8,0.341,9.88,L2,2010
