Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Real Betis Balompié,36,25.4,8,1.2,43.1,ES2,2011
2,FC Barcelona B,36,20.6,4,1.02,36.6,ES2,2011
3,Real Valladolid CF,37,25.6,6,0.854,31.6,ES2,2011
4,CD Tenerife,32,26.0,8,0.803,25.7,ES2,2011
5,Rayo Vallecano,31,25.7,5,0.79,24.5,ES2,2011
6,Villarreal CF B,39,21.5,11,0.613,23.9,ES2,2011
7,Celta de Vigo,30,25.1,3,0.73,21.9,ES2,2011
8,CD Numancia,29,26.9,3,0.707,20.5,ES2,2011
9,FC Cartagena,33,26.5,5,0.618,20.4,ES2,2011
10,Elche CF,30,26.4,5,0.663,19.9,ES2,2011
11,Granada CF,29,25.9,7,0.648,18.8,ES2,2011
12,Córdoba CF,29,26.4,2,0.562,16.3,ES2,2011
13,Recreativo Huelva,32,25.8,3,0.506,16.2,ES2,2011
14,Xerez CD,29,28.0,2,0.548,15.9,ES2,2011
15,Albacete Balompié,40,25.8,10,0.385,15.4,ES2,2011
16,UD Las Palmas,32,26.3,7,0.475,15.2,ES2,2011
17,Gimnàstic de Tarragona,35,26.3,3,0.414,14.5,ES2,2011
18,Girona FC,26,27.6,3,0.481,12.5,ES2,2011
19,SD Huesca,29,27.5,2,0.39,11.3,ES2,2011
20,UD Salamanca,27,25.7,2,0.4,10.8,ES2,2011
21,SD Ponferradina,31,28.1,2,0.339,10.5,ES2,2011
22,AD Alcorcón,24,28.9,2,0.354,8.5,ES2,2011
