Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,De Graafschap Doetinchem,32,23.3,6,0.167,5.35,NL2,2013
2,Go Ahead Eagles,28,23.3,2,0.186,5.2,NL2,2013
3,FC Dordrecht,39,23.3,10,0.129,5.05,NL2,2013
4,SC Cambuur Leeuwarden,27,24.0,2,0.179,4.83,NL2,2013
5,Sparta Rotterdam,28,24.1,9,0.17,4.75,NL2,2013
6,FC Emmen,29,25.4,6,0.15,4.35,NL2,2013
7,Excelsior Rotterdam,28,22.2,3,0.148,4.15,NL2,2013
8,FC Volendam,29,23.8,3,0.143,4.15,NL2,2013
9,Almere City FC,34,22.9,4,0.119,4.05,NL2,2013
10,FC Den Bosch,33,22.3,6,0.117,3.88,NL2,2013
11,Helmond Sport,32,23.2,9,0.118,3.78,NL2,2013
12,MVV Maastricht,25,23.8,12,0.15,3.74,NL2,2013
13,FC Eindhoven,34,22.0,15,0.11,3.73,NL2,2013
14,Fortuna Sittard,28,22.9,13,0.113,3.18,NL2,2013
15,SC Telstar,27,23.9,8,0.106,2.88,NL2,2013
16,AGOVV Apeldoorn,21,23.7,4,0.129,2.7,NL2,2013
17,FC Oss,28,23.8,3,0.096,2.68,NL2,2013
18,SC Veendam,26,23.2,6,0.1,2.6,NL2,2013
